Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Complement and coagulation cascades,-0.6653396058763454,-1.9953017953049919,0.0,0.0,88,60,PLG;SERPINE1;CFH;C6;SERPIND1;SERPING1;VTN;TFPI;PLAUR;F2R;F2RL3;MASP1;F2RL2;F3;F11;HC;C1QB;F5;C4B;CPB2;CR2;F7;C8G;CD59B;F13A1;CFD;C9;C1RB;A2M;CD55;THBD;F12;CFB;F2;SERPINC1;BDKRB1;ITGAX;F9;C2;SERPINB2;C3AR1;C1S1;CD46;F10;PROS1;MASP2;F8;SERPINF2;C5AR1;PLAU;VWF;ITGB2;CD59A;BDKRB2;PROCR;C1S2;ITGAM;C1RA;CLU;C3,F8;SERPINF2;C5AR1;PLAU;VWF;ITGB2;CD59A;BDKRB2;PROCR;C1S2;ITGAM;C1RA;CLU;C3
DNA replication,-0.728915090138156,-2.07117062508947,0.0,0.0,35,35,POLE4;RPA3;RNASEH2B;RNASEH1;RFC3;SSBP1;POLD4;POLE3;RNASEH2A;FEN1;MCM7;RFC1;RNASEH2C;POLD3;PRIM2;DNA2;PCNA;RFC5;POLD2;RPA1;MCM2;RPA2;RFC2;MCM3;POLA2;MCM5;LIG1;PRIM1;POLE2;POLD1;RFC4;MCM6;POLA1;POLE;MCM4,RFC1;RNASEH2C;POLD3;PRIM2;DNA2;PCNA;RFC5;POLD2;RPA1;MCM2;RPA2;RFC2;MCM3;POLA2;MCM5;LIG1;PRIM1;POLE2;POLD1;RFC4;MCM6;POLA1;POLE;MCM4
Hematopoietic cell lineage,-0.6373594265758492,-1.9937677294222236,0.0,0.0,94,75,KIT;CD44;ITGA5;ITGA6;CD1D1;IL7;ITGB3;CD19;IL11;CD1D2;CSF1;CD34;ITGA1;IL1R2;KITL;FLT3;CD38;IL6;IL11RA2;MME;CD3D;CD3G;H2-DMB1;ITGA2;CD4;CR2;H2-DMB2;CD59B;GM13305;DNTT;IL7R;IL9R;FCER2A;ITGA3;CD55;IL1B;GP5;GP1BA;TFRC;CSF1R;CD22;IL2RA;CSF2;CD36;CD14;H2-EB1;IL1A;H2-AA;IL6RA;ITGA4;IL4;CSF2RA;TNF;CD37;H2-AB1;IL1R1;FCGR1;H2-DMA;CSF3;CSF3R;FLT3L;CD59A;GP9;CD24A;ANPEP;IL4RA;CD5;H2-OA;ITGA2B;IL11RA1;CD33;EPOR;ITGAM;H2-OB;CD9,CD22;IL2RA;CSF2;CD36;CD14;H2-EB1;IL1A;H2-AA;IL6RA;ITGA4;IL4;CSF2RA;TNF;CD37;H2-AB1;IL1R1;FCGR1;H2-DMA;CSF3;CSF3R;FLT3L;CD59A;GP9;CD24A;ANPEP;IL4RA;CD5;H2-OA;ITGA2B;IL11RA1;CD33;EPOR;ITGAM;H2-OB;CD9
Synaptic vesicle cycle,0.5331670557937018,2.056698537973418,0.0,0.0,77,66,CACNA1B;ATP6V1D;ATP6V0B;ATP6V0E;SLC6A9;ATP6V1F;SLC18A2;STX1A;ATP6V0D1;NAPA;CLTA;CLTB;ATP6V1H;ATP6V0A1;ATP6V0E2;AP2S1;ATP6V1C2;UNC13B;ATP6V0C;AP2M1;VAMP2;CPLX2;CPLX1;SLC1A1;ATP6V1G1;SLC1A6;ATP6V0A4;SLC1A3;AP2A1;ATP6V1B1;ATP6V1C1;AP2A2;DNM3;ATP6V1B2;CLTC;STX3;STX1B;AP2B1;SNAP25;RIMS1;SLC6A2;SLC1A7;SLC18A1;SLC6A1;RAB3A;SLC1A2;SYT1;SLC6A11;DNM1;ATP6V1G2;SLC17A6;CACNA1A;ATP6V0A2;STXBP1;SLC6A4;NSF;STX2;SLC17A8;SLC6A13;UNC13A;SLC6A12;ATP6V1E1;DNM2;ATP6V1A;TCIRG1;SLC17A7,CACNA1B;ATP6V1D;ATP6V0B;ATP6V0E;SLC6A9;ATP6V1F;SLC18A2;STX1A;ATP6V0D1;NAPA;CLTA;CLTB;ATP6V1H;ATP6V0A1;ATP6V0E2;AP2S1;ATP6V1C2;UNC13B;ATP6V0C;AP2M1;VAMP2;CPLX2
Staphylococcus aureus infection,-0.7281403970966028,-1.9805637235424598,0.0,0.0020633631194151097,95,44,KRT10;PLG;CFH;FPR1;MASP1;CAMP;HC;C1QB;H2-DMB1;C4B;DEFA29;H2-DMB2;SELP;CFD;C1RB;FPR2;CFB;C2;C3AR1;C1S1;H2-EB1;H2-AA;MASP2;DEFA24;ICAM1;H2-AB1;FCGR1;H2-DMA;ITGAL;IL10;C5AR1;SELPLG;ITGB2;FCGR2B;DEFA30;FCGR4;FCGR3;H2-OA;C1S2;PTAFR;ITGAM;H2-OB;C1RA;C3,MASP2;DEFA24;ICAM1;H2-AB1;FCGR1;H2-DMA;ITGAL;IL10;C5AR1;SELPLG;ITGB2;FCGR2B;DEFA30;FCGR4;FCGR3;H2-OA;C1S2;PTAFR;ITGAM;H2-OB;C1RA;C3
C-type lectin receptor signaling pathway,-0.638510706784573,-1.983865198968377,0.0,0.0025792038992688868,112,96,MAPK12;PPP3CC;MAPK3;CBLB;RELB;PIK3R1;MAPK8;RAF1;ARHGEF12;KRAS;PIK3R3;AKT2;PPP3R1;MAPK9;NFKB2;PYCARD;CALM1;AKT1;RELA;HRAS;NFATC4;RRAS;RHOA;PPP3CA;CLEC1B;ITPR3;IL17D;PIK3CA;PIK3R2;PAK1;IL6;PPP3CB;JUN;CHUK;IL12A;IL12B;MAPK10;NRAS;CCL17;BCL10;4930544G11RIK;IKBKB;IKBKG;NFATC3;RRAS2;IL1B;MAPK1;CYLD;NFKB1;CLEC4N;EGR2;MAP3K14;MAPK14;CASP1;CALM3;MALT1;FCER1G;STAT2;CLEC4E;CLEC4D;PTPN11;CALML4;IRF1;ITPR2;PLCG2;CARD9;TNF;NLRP3;PRKCD;MAPKAPK2;IKBKE;CLEC7A;CCL22;IL23A;IL10;MDM2;IRF9;PIK3CD;NFATC1;SYK;CASP8;MAPK11;MAPK13;NFATC2;STAT1;PIK3CB;PTGS2;NFKBIA;CALM2;LSP1;PLK3;MRAS;KSR1;BCL3;ITPR1;AKT3,CALML4;IRF1;ITPR2;PLCG2;CARD9;TNF;NLRP3;PRKCD;MAPKAPK2;IKBKE;CLEC7A;CCL22;IL23A;IL10;MDM2;IRF9;PIK3CD;NFATC1;SYK;CASP8;MAPK11;MAPK13;NFATC2;STAT1;PIK3CB;PTGS2;NFKBIA;CALM2;LSP1;PLK3;MRAS;KSR1;BCL3;ITPR1;AKT3
JAK-STAT signaling pathway,-0.6065174169032893,-1.9480861190517584,0.0,0.0025792038992688868,164,127,IL2RB;PDGFB;IFNLR1;OSMR;LEPR;CNTF;LIF;STAT6;IL13RA2;PIK3R1;GRB2;RAF1;STAT5B;PIAS4;PIK3R3;AKT2;IL7;IL21;PDGFA;IL11;JAK1;AKT1;EP300;PIAS2;IL12RB2;CREBBP;HRAS;GHR;EGFR;MTOR;IL17D;GFAP;STAT3;PIK3CA;CNTFR;PIK3R2;SOCS5;CCND3;PTPN2;IL6;STAM;SOCS2;IL11RA2;PIAS3;PDGFRA;TSLP;LIFR;AOX3;IFNA13;IL22RA2;IFNAB;IL19;MYC;AOX1;CTF1;IL6ST;STAT4;GH;IL12A;IFNK;IL12B;IL13;CCND2;GM13305;IFNB1;IL7R;IL9R;IL21R;CCND1;IL27RA;SOCS6;EGF;AOX2;STAM2;STAT5A;IL20RB;BCL2;SOCS7;IL2RA;CSF2;IFNGR2;STAT2;IL10RB;PTPN11;SOCS1;SOS1;IL12RB1;IL6RA;IL4;CSF2RA;PTPN6;MCL1;IL15;CISH;SOCS4;TYK2;IL23A;SOS2;IL10;IRF9;IFNAR1;PIK3CD;CSF3;CRLF2;CSF3R;IFNAR2;JAK2;CDKN1A;IFNGR1;PIAS1;IL2RG;IL15RA;IL4RA;STAT1;CSF2RB2;PIK3CB;JAK3;PIM1;IL11RA1;OSM;EPOR;IL10RA;CSF2RB;IL13RA1;SOCS3;BCL2L1;AKT3,SOCS1;SOS1;IL12RB1;IL6RA;IL4;CSF2RA;PTPN6;MCL1;IL15;CISH;SOCS4;TYK2;IL23A;SOS2;IL10;IRF9;IFNAR1;PIK3CD;CSF3;CRLF2;CSF3R;IFNAR2;JAK2;CDKN1A;IFNGR1;PIAS1;IL2RG;IL15RA;IL4RA;STAT1;CSF2RB2;PIK3CB;JAK3;PIM1;IL11RA1;OSM;EPOR;IL10RA;CSF2RB;IL13RA1;SOCS3;BCL2L1;AKT3
NF-kappa B signaling pathway,-0.6142333314742519,-1.9516580508671026,0.0,0.0029476615991644423,102,88,GADD45B;VCAM1;RELB;PLCG1;LTBR;CSNK2B;PIAS4;NFKB2;RELA;UBE2I;TRAF2;IRAK1;CARD10;TAB2;PRKCB;ERC1;CSNK2A1;PRKCQ;CSNK2A2;CXCL12;CHUK;BCL10;LAT;IKBKB;LY96;IKBKG;LCK;IL1B;RIPK1;NFKB1;TRAF3;BTK;IRAK4;MAP3K14;BCL2A1A;TICAM1;MAP3K7;LTB;MYD88;TNFAIP3;MALT1;TAB3;BCL2;TNFRSF13C;TRADD;LTA;CD14;ZAP70;TIRAP;TAB1;CXCL2;PARP1;BCL2A1B;CARD11;PLCG2;PIDD1;TRAF1;CCL4;TNF;ICAM1;TNFRSF11A;IL1R1;TNFRSF1A;XIAP;ATM;TRIM25;TICAM2;TNFSF14;BIRC2;TLR4;PLAU;SYK;TRAF6;TNFSF13B;LYN;CD40;BIRC3;BCL2A1D;CFLAR;DDX58;PTGS2;BLNK;GM11787;TRAF5;LBP;NFKBIA;CARD14;BCL2L1,IRAK4;MAP3K14;BCL2A1A;TICAM1;MAP3K7;LTB;MYD88;TNFAIP3;MALT1;TAB3;BCL2;TNFRSF13C;TRADD;LTA;CD14;ZAP70;TIRAP;TAB1;CXCL2;PARP1;BCL2A1B;CARD11;PLCG2;PIDD1;TRAF1;CCL4;TNF;ICAM1;TNFRSF11A;IL1R1;TNFRSF1A;XIAP;ATM;TRIM25;TICAM2;TNFSF14;BIRC2;TLR4;PLAU;SYK;TRAF6;TNFSF13B;LYN;CD40;BIRC3;BCL2A1D;CFLAR;DDX58;PTGS2;BLNK;GM11787;TRAF5;LBP;NFKBIA;CARD14;BCL2L1
Homologous recombination,-0.6984358265178211,-1.973375887689653,0.0,0.0034389385323585157,41,40,MUS81;RBBP8;RPA3;BABAM2;TOP3A;SSBP1;SEM1;POLD4;TOP3B;RAD50;RAD51D;UIMC1;NBN;XRCC3;SYCP3;BABAM1;XRCC2;POLD3;ABRAXAS1;POLD2;RPA1;RPA2;ATM;MRE11A;BLM;TOPBP1;RAD54B;BRCA2;EME1;BRIP1;POLD1;PALB2;RAD54L;BARD1;RAD51C;RAD51;BRCA1;RAD52;BRCC3;RAD51B,SYCP3;BABAM1;XRCC2;POLD3;ABRAXAS1;POLD2;RPA1;RPA2;ATM;MRE11A;BLM;TOPBP1;RAD54B;BRCA2;EME1;BRIP1;POLD1;PALB2;RAD54L;BARD1;RAD51C;RAD51;BRCA1;RAD52;BRCC3;RAD51B
Mismatch repair,-0.7504651678042525,-1.9075224384802283,0.01282051282051282,0.003968005998875211,22,22,RPA3;RFC3;SSBP1;POLD4;MSH2;MLH1;RFC1;PMS2;POLD3;PCNA;RFC5;POLD2;EXO1;RPA1;RPA2;MLH3;MSH6;RFC2;MSH3;LIG1;POLD1;RFC4,RFC1;PMS2;POLD3;PCNA;RFC5;POLD2;EXO1;RPA1;RPA2;MLH3;MSH6;RFC2;MSH3;LIG1;POLD1;RFC4
Kaposi sarcoma-associated herpesvirus infection,-0.5769154770637454,-1.9171531907644381,0.0,0.004126726238830219,216,186,CDK4;MAP2K1;IRF3;PREX1;PDGFB;CXCL3;GNG10;MAPK12;PPP3CC;RCAN1;CTNNB1;H2-T-PS;H2-BL;CREB1;ATG3;BECN1;MAPK3;MAP2K2;H2-Q7;PIK3R1;CYCS;GNG5-PS;MAPK8;PLCG1;RAF1;MAP2K6;GABARAPL1;GNG8;GNB1;GSK3B;UBB;KRAS;PIK3R3;AKT2;PPP3R1;GNG4;GNB4;MAPK9;GNB2;JAK1;CALM1;H2-M10.5;MAP2K4;AKT1;RELA;EP300;GABARAP;RAC1;H2-M10.3;CREBBP;HRAS;NFATC4;CXCL1;PPP3CA;MAP2K7;TRAF2;ITPR3;GNG3;MTOR;GNG11;GNG13;STAT3;PIK3CA;PIK3R2;GNB3;H2-M10.2;IL6;PPP3CB;E2F3;RB1;JUN;H2-M5;CCR5;IFNA13;IFNAB;H2-T3;MYC;CHUK;GNG2;IL6ST;GNB5;MAPK10;H2-M10.6;GABARAPL2;NRAS;H2-M2;H2-Q2;IFNB1;CCR4;GM5741;VEGFA;IKBKB;FOS;GM7030;IKBKG;NFATC3;BAX;BAK1;CCND1;ATG14;MAPK1;NFKB1;FGF2;TRAF3;H2-Q4;CYCT;H2-Q10;GM11127;GM8909;GM10499;TICAM1;TLR3;PIK3C3;MAPK14;CALM3;CASP9;TRP53;TRADD;CCR8;CSF2;H2-Q6;STAT2;GNG7;H2-Q1;BID;CCR1;TBK1;CALML4;ITPR2;CXCL2;PLCG2;FADD;GNG12;ICAM1;MAPKAPK2;IKBKE;CASP3;TYK2;TNFRSF1A;PIK3CG;HIF1A;ANGPT2;IRF9;IFNAR1;PIK3CD;NFATC1;SYK;CD86;IFNAR2;LYN;CASP8;PIK3R5;JAK2;CDKN1A;MAPK11;EIF2AK2;IFNGR1;CD200R1;FAS;GNGT2;MAPK13;NFATC2;CDK6;H2-D1;PIK3R6;STAT1;PIK3CB;PTGS2;E2F2;H2-K1;ZFP36;GNG5;H2-T23;GM11787;NFKBIA;CALM2;IRF7;E2F1;H2-T24;H2-T22;H2-T10;HCK;H2-M3;ITPR1;AKT3;C3,MAPKAPK2;IKBKE;CASP3;TYK2;TNFRSF1A;PIK3CG;HIF1A;ANGPT2;IRF9;IFNAR1;PIK3CD;NFATC1;SYK;CD86;IFNAR2;LYN;CASP8;PIK3R5;JAK2;CDKN1A;MAPK11;EIF2AK2;IFNGR1;CD200R1;FAS;GNGT2;MAPK13;NFATC2;CDK6;H2-D1;PIK3R6;STAT1;PIK3CB;PTGS2;E2F2;H2-K1;ZFP36;GNG5;H2-T23;GM11787;NFKBIA;CALM2;IRF7;E2F1;H2-T24;H2-T22;H2-T10;HCK;H2-M3;ITPR1;AKT3;C3
Small cell lung cancer,-0.604992721760216,-1.9121424065427999,0.0,0.004298673165448145,92,84,CDK4;GADD45B;CDKN1B;ITGAV;GADD45A;TRAF4;PIK3R1;CYCS;ITGA6;ITGB1;LAMC1;LAMA4;PIK3R3;AKT2;RXRA;AKT1;RELA;PTK2;CDKN2B;FHIT;LAMC3;TRAF2;PIK3CA;LAMA3;PIK3R2;RXRG;ZBTB17;LAMA5;E2F3;RB1;GADD45G;CCNE2;MYC;ITGA2;CHUK;PTEN;COL4A3;ITGA3;IKBKB;IKBKG;BAX;BAK1;CCND1;LAMC2;CDK2;NFKB1;RXRB;TRAF3;CYCT;DDB2;CASP9;BCL2;TRP53;MAX;APAF1;RARB;SKP2;TRAF1;CASP3;XIAP;CCNE1;COL4A6;BIRC2;PIK3CD;TRAF6;LAMB3;CKS1B;CDKN1A;CKS2;BIRC3;COL4A4;CDK6;PIK3CB;PTGS2;E2F2;POLK;NOS2;COL4A5;TRAF5;NFKBIA;ITGA2B;E2F1;BCL2L1;AKT3,CASP3;XIAP;CCNE1;COL4A6;BIRC2;PIK3CD;TRAF6;LAMB3;CKS1B;CDKN1A;CKS2;BIRC3;COL4A4;CDK6;PIK3CB;PTGS2;E2F2;POLK;NOS2;COL4A5;TRAF5;NFKBIA;ITGA2B;E2F1;BCL2L1;AKT3
Type I diabetes mellitus,-0.6351942780375686,-1.8411498387292085,0.0,0.004298673165448145,69,51,H2-T-PS;H2-BL;H2-Q7;CD28;PTPRN2;FASL;PTPRN;H2-M10.5;H2-M10.3;H2-M10.2;H2-M5;H2-DMB1;H2-T3;IL12A;IL12B;H2-M10.6;H2-DMB2;H2-M2;H2-Q2;GM7030;PRF1;IL1B;H2-Q4;H2-Q10;GM11127;GM8909;GM10499;HSPD1;H2-Q6;LTA;H2-EB1;H2-Q1;IL1A;H2-AA;ICA1;TNF;H2-AB1;GAD1;H2-DMA;CD86;CD80;FAS;H2-D1;H2-OA;H2-K1;H2-T23;H2-OB;H2-T24;H2-T22;H2-T10;H2-M3,HSPD1;H2-Q6;LTA;H2-EB1;H2-Q1;IL1A;H2-AA;ICA1;TNF;H2-AB1;GAD1;H2-DMA;CD86;CD80;FAS;H2-D1;H2-OA;H2-K1;H2-T23;H2-OB;H2-T24;H2-T22;H2-T10;H2-M3
Autoimmune thyroid disease,-0.6693109517071351,-1.8906802725924512,0.0,0.004421492398746663,78,47,H2-T-PS;H2-BL;H2-Q7;CD28;FASL;H2-M10.5;H2-M10.3;H2-M10.2;TG;H2-M5;IFNA13;IFNAB;H2-DMB1;H2-T3;CTLA4;H2-M10.6;H2-DMB2;H2-M2;H2-Q2;GM7030;PRF1;H2-Q4;H2-Q10;GM11127;GM8909;GM10499;H2-Q6;H2-EB1;H2-Q1;H2-AA;IL4;H2-AB1;H2-DMA;IL10;CD86;CD40;CD80;FAS;H2-D1;H2-OA;H2-K1;H2-T23;H2-OB;H2-T24;H2-T22;H2-T10;H2-M3,H2-AB1;H2-DMA;IL10;CD86;CD40;CD80;FAS;H2-D1;H2-OA;H2-K1;H2-T23;H2-OB;H2-T24;H2-T22;H2-T10;H2-M3
Epstein-Barr virus infection,-0.5532312085217029,-1.841614035914456,0.0,0.004485571998728499,229,204,CDK4;IRF3;RBPJL;MAPK12;GADD45B;CDKN1B;H2-T-PS;CALR;GADD45A;H2-BL;PSMC2;PSMD6;PDIA3;H2-Q7;PSMC6;RELB;PIK3R1;CYCS;PSMD12;NCOR2;PSMC3;MAPK8;CD44;PSMD13;ADRM1;MAP2K6;PSMD7;PSMD1;PSMC5;PSMD4;PIK3R3;AKT2;VIM;PSMD11;CD19;HES1;HDAC2;MAPK9;NFKB2;JAK1;H2-M10.5;MAP2K4;AKT1;RELA;RAC1;H2-M10.3;PSMC4;MAP2K7;TRAF2;PSMD3;STAT3;PIK3CA;PIK3R2;IRAK1;TAB2;MAP2K3;CCND3;H2-M10.2;RUNX3;IL6;CIR1;CCNA1;PSMD2;HDAC1;USP7;E2F3;RB1;JUN;BCL2L11;GADD45G;CD247;H2-M5;IFNA13;CD3D;IFNAB;CD3G;H2-DMB1;CCNE2;H2-T3;MYC;SNW1;ENTPD8;CHUK;CR2;ENTPD3;MAPK10;H2-M10.6;H2-DMB2;H2-M2;CCND2;H2-Q2;IFNB1;FCER2A;IKBKB;GM7030;SEM1;IKBKG;PSMC1;BAX;BAK1;CCND1;PSMD14;RIPK1;CDK2;NFKB1;PSMD8;TRAF3;H2-Q4;CYCT;BTK;DDB2;H2-Q10;IRAK4;MAP3K14;NFKBIB;GM11127;GM8909;GM10499;MAP3K7;MAPK14;MYD88;TNFAIP3;CASP9;BCL2;TRP53;TRADD;H2-Q6;NFKBIE;STAT2;H2-EB1;SIN3A;APAF1;H2-Q1;SAP30;BID;TBK1;H2-AA;OAS1G;SKP2;MAVS;TAB1;OAS2;PLCG2;FADD;TNF;ICAM1;H2-AB1;IKBKE;CASP3;TYK2;CCNE1;H2-DMA;ITGAL;MDM2;IRF9;IFNAR1;PIK3CD;SYK;TRAF6;TLR2;OAS1A;IFNAR2;LYN;CASP8;CD40;CDKN1A;MAPK11;EIF2AK2;OAS1B;TAPBP;FAS;RBPJ;B2M;MAPK13;CCNA2;CDK6;DDX58;CXCL10;H2-D1;TAP1;STAT1;H2-OA;PIK3CB;E2F2;POLK;H2-K1;ISG15;BLNK;JAK3;H2-T23;GM11787;TAP2;TRAF5;NFKBIA;OAS3;IRF7;E2F1;H2-OB;ENTPD1;H2-T24;H2-T22;H2-T10;H2-M3;AKT3,APAF1;H2-Q1;SAP30;BID;TBK1;H2-AA;OAS1G;SKP2;MAVS;TAB1;OAS2;PLCG2;FADD;TNF;ICAM1;H2-AB1;IKBKE;CASP3;TYK2;CCNE1;H2-DMA;ITGAL;MDM2;IRF9;IFNAR1;PIK3CD;SYK;TRAF6;TLR2;OAS1A;IFNAR2;LYN;CASP8;CD40;CDKN1A;MAPK11;EIF2AK2;OAS1B;TAPBP;FAS;RBPJ;B2M;MAPK13;CCNA2;CDK6;DDX58;CXCL10;H2-D1;TAP1;STAT1;H2-OA;PIK3CB;E2F2;POLK;H2-K1;ISG15;BLNK;JAK3;H2-T23;GM11787;TAP2;TRAF5;NFKBIA;OAS3;IRF7;E2F1;H2-OB;ENTPD1;H2-T24;H2-T22;H2-T10;H2-M3;AKT3
TNF signaling pathway,-0.5859191854668288,-1.8788437948166072,0.0,0.004513606823720553,110,107,MAP2K1;CXCL3;MAPK12;CCL2;CREB3;VCAM1;CREB1;LIF;JAG1;MAPK3;PIK3R1;MAPK8;MAP2K6;RPS6KA5;CREB3L1;PIK3R3;AKT2;CREB3L2;CX3CL1;MAPK9;MAP2K4;AKT1;RELA;CXCL1;CSF1;ATF6B;MAP2K7;TRAF2;PIK3CA;ATF2;PIK3R2;TAB2;MAP2K3;CREB5;ATF4;IL6;JUN;EDN1;RPS6KA4;MMP3;CCL20;CHUK;MAPK10;CCL12;IFNB1;IKBKB;FOS;IKBKG;JUNB;IL1B;RIPK1;MAPK1;NFKB1;DNM1L;TRAF3;IFI47;MAP3K14;PGAM5;BAG4;MAP3K7;MAPK14;TNFAIP3;TAB3;TRADD;CREB3L3;CSF2;LTA;CREB3L4;IRF1;TAB1;CXCL2;FADD;TRAF1;TNF;CASP7;ICAM1;CCL5;MLKL;IL15;CASP3;TNFRSF1A;BIRC2;PIK3CD;RIPK3;GM5431;CASP8;MAPK11;MAP3K5;TNFRSF1B;BIRC3;FAS;CFLAR;MAPK13;CXCL10;MAP3K8;NOD2;IL18R1;PIK3CB;PTGS2;MMP9;TRAF5;NFKBIA;ITCH;SOCS3;CEBPB;BCL3;AKT3,IRF1;TAB1;CXCL2;FADD;TRAF1;TNF;CASP7;ICAM1;CCL5;MLKL;IL15;CASP3;TNFRSF1A;BIRC2;PIK3CD;RIPK3;GM5431;CASP8;MAPK11;MAP3K5;TNFRSF1B;BIRC3;FAS;CFLAR;MAPK13;CXCL10;MAP3K8;NOD2;IL18R1;PIK3CB;PTGS2;MMP9;TRAF5;NFKBIA;ITCH;SOCS3;CEBPB;BCL3;AKT3
Leishmaniasis,-0.6563161597355044,-1.9240276050524319,0.0,0.004585251376478021,67,62,TGFB1;MAPK12;MARCKSL1;MAPK3;ITGB1;JAK1;RELA;ELK1;IRAK1;TAB2;PRKCB;TGFB2;JUN;H2-DMB1;IL12A;IL12B;H2-DMB2;FOS;IL1B;MAPK1;NFKB1;IRAK4;NFKBIB;MAP3K7;MAPK14;MYD88;CYBA;IFNGR2;H2-EB1;NCF1;IL1A;H2-AA;TAB1;NCF2;ITGA4;IL4;TNF;PTPN6;H2-AB1;FCGR1;CYBB;H2-DMA;IL10;TLR4;NCF4;TRAF6;TLR2;JAK2;ITGB2;MAPK11;IFNGR1;MAPK13;FCGR4;STAT1;FCGR3;H2-OA;PTGS2;NOS2;NFKBIA;ITGAM;H2-OB;C3,NCF1;IL1A;H2-AA;TAB1;NCF2;ITGA4;IL4;TNF;PTPN6;H2-AB1;FCGR1;CYBB;H2-DMA;IL10;TLR4;NCF4;TRAF6;TLR2;JAK2;ITGB2;MAPK11;IFNGR1;MAPK13;FCGR4;STAT1;FCGR3;H2-OA;PTGS2;NOS2;NFKBIA;ITGAM;H2-OB;C3
Cell cycle,-0.5767035402997884,-1.8426817884776747,0.0,0.00468946163503434,123,120,TGFB1;CDK4;GADD45B;CDC23;CDKN1B;ABL1;GADD45A;ANAPC2;CUL1;YWHAQ;ANAPC10;CDKN2A;ANAPC5;GSK3B;ANAPC4;SMAD2;YWHAZ;RBX1;HDAC2;CDK7;STAG2;EP300;CDKN2B;CREBBP;MAD2L2;YWHAE;SMC1A;STAG1;CDC27;E2F5;ZBTB17;CCND3;CDC14A;TGFB2;ORC4;CCNA1;HDAC1;YWHAB;YWHAG;E2F3;CDKN1C;RB1;SMAD4;GADD45G;WEE2;CCNE2;MYC;ANAPC13;CCND2;ANAPC11;CDC25A;CCNH;CDC16;MAD1L1;SMC3;CDC26;CCND1;CDK2;SMAD3;ORC2;CDC14B;ORC5;TRP53;MCM7;RAD21;ORC3;BUB3;E2F4;ANAPC1;ORC6;SKP2;TFDP2;TFDP1;FZR1;ORC1;ATR;PRKDC;PCNA;YWHAH;ANAPC7;CDC25C;MCM2;ATM;CCNE1;CHEK2;RBL2;MDM2;SFN;CCNB1;MCM3;PKMYT1;MAD2L1;MCM5;CDKN1A;CDC25B;CDC45;CDC20;DBF4;ESPL1;BUB1B;RBL1;CHEK1;CDKN2D;CCNA2;CDC6;TTK;CDK6;PTTG1;MCM6;CDK1;E2F2;CCNB2;MCM4;SMC1B;PLK1;CDC7;BUB1;CDKN2C;E2F1;WEE1,ORC3;BUB3;E2F4;ANAPC1;ORC6;SKP2;TFDP2;TFDP1;FZR1;ORC1;ATR;PRKDC;PCNA;YWHAH;ANAPC7;CDC25C;MCM2;ATM;CCNE1;CHEK2;RBL2;MDM2;SFN;CCNB1;MCM3;PKMYT1;MAD2L1;MCM5;CDKN1A;CDC25B;CDC45;CDC20;DBF4;ESPL1;BUB1B;RBL1;CHEK1;CDKN2D;CCNA2;CDC6;TTK;CDK6;PTTG1;MCM6;CDK1;E2F2;CCNB2;MCM4;SMC1B;PLK1;CDC7;BUB1;CDKN2C;E2F1;WEE1
Central carbon metabolism in cancer,-0.6340244201638747,-1.9139769649791034,0.0,0.00468946163503434,64,61,MAP2K1;MAPK3;MAP2K2;PIK3R1;KIT;RAF1;KRAS;PIK3R3;AKT2;RET;AKT1;SCO2;HRAS;G6PD2;EGFR;MTOR;G6PDX;PIK3CA;GCK;ERBB2;PIK3R2;FLT3;SIRT3;FGFR1;FGFR3;PDHB;PDGFRA;FGFR2;MYC;PTEN;NRAS;MET;HKDC1;SIRT6;PDHA1;MAPK1;LDHA;NTRK3;PFKM;HK1;TRP53;GLS;PGAM2;SLC1A5;PFKL;TIGAR;HIF1A;PKM;PIK3CD;SLC7A5;HK2;PDK1;SLC16A3;NTRK1;HK3;PIK3CB;PFKP;GLS2;SLC2A1;PGAM1;AKT3,HIF1A;PKM;PIK3CD;SLC7A5;HK2;PDK1;SLC16A3;NTRK1;HK3;PIK3CB;PFKP;GLS2;SLC2A1;PGAM1;AKT3
Systemic lupus erythematosus,-0.6620061921911893,-1.8857029085494674,0.0,0.004814513945301923,143,42,SSB;H3F3C;ACTN4;SNRPD3;GM12657;H3F3B;CD28;C6;SNRPD1;ACTN1;SNRPB;GRIN2B;HC;GRIN2A;C1QB;H2-DMB1;ELANE;C4B;C8G;H2-DMB2;H3F3A;C9;C1RB;TRIM21;C2;C1S1;H2-EB1;H2-AA;TNF;H2-AB1;FCGR1;H2-DMA;IL10;CD86;CD40;CD80;FCGR4;H2-OA;C1S2;H2-OB;C1RA;C3,TNF;H2-AB1;FCGR1;H2-DMA;IL10;CD86;CD40;CD80;FCGR4;H2-OA;C1S2;H2-OB;C1RA;C3
