Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Basal cell carcinoma,-0.4968347361630876,-1.100535175608553,0.26666666666666666,0.6825010177926069,63,62,WNT5B;WNT7A;BAX;CTNNB1;GADD45A;KIF7;FZD6;BAK1;DVL3;CDKN1A;APC;DDB2;WNT7B;AXIN1;DVL1;WNT3A;LEF1;SUFU;APC2;WNT8A;GADD45B;GSK3B;TCF7L2;TCF7;HHIP;POLK;WNT16;WNT1;WNT3;WNT2;GLI2;GADD45G;FZD9;WNT10B;FZD5;WNT8B;TCF7L1;TP53;DVL2;BMP4;SMO;PTCH2;WNT4;FZD3;BMP2;GLI3;FZD2;FZD1;WNT2B;FZD4;FZD10;AXIN2;PTCH1;WNT10A;WNT11;WNT6;WNT5A;GLI1;WNT9A;FZD8;FZD7;SHH,GLI3;FZD2;FZD1;WNT2B;FZD4;FZD10;AXIN2;PTCH1;WNT10A;WNT11;WNT6;WNT5A;GLI1;WNT9A;FZD8;FZD7;SHH
cGMP-PKG signaling pathway,-0.4362398650013801,-1.075927421453569,0.14285714285714285,0.6825810765630225,166,148,PPIF;ATP2A2;SLC25A5;SRF;PPP1CA;VASP;AKT1;CALM3;CALM2;PPP1CC;VDAC3;RAF1;CALM1;GNA11;ADCY3;GNA12;VDAC1;RHOA;GNAI3;ATP1B3;MAP2K1;ROCK1;MAPK1;PLCB3;PPP3R1;NFATC3;CREB3;ADRB2;PDE3B;AKT2;NPR2;ROCK2;CREB3L2;PPP3CB;SLC25A4;PPP1R12A;MEF2D;VDAC2;SLC8A1;PRKCE;GTF2I;MYLK2;GNA13;GNAI2;CREB1;BAD;CALML4;ITPR2;NPPA;MYL9;KCNMB2;ADORA1;RGS2;ADRA1B;ATP1A2;AKT3;CACNA1S;PLCB2;ATF6B;PLN;SLC25A6;ADCY2;ATP1A4;ADRB3;KCNMB1;TRPC6;GUCY1A1;OPRD1;PRKG1;CNGB1;ADRB1;PIK3R5;CNGA1;BORCS8-MEF2B;ATP2B3;ATP2B2;PPP3CC;SLC25A31;MEF2B;ADRA1D;CACNA1F;MYLK3;ADRA2A;NOS3;KCNJ8;CALML6;ATP2A1;GATA4;ATF4;PIK3R6;EDNRA;CREB5;KCNMB3;PPP3CA;ADCY1;ATF2;ADCY4;ATP2B1;KCNMA1;MYLK4;CACNA1C;CREB3L3;CREB3L4;CACNA1D;ADCY9;PDE3A;ADRA2B;CREB3L1;ATP1A1;ATP1A3;NPPC;PRKG2;MEF2A;MEF2C;MYLK;ADCY6;PPP1CB;PLCB4;ATP1B2;MAP2K2;GNAI1;GUCY1A2;NFATC2;GNAQ;NFATC1;GTF2IRD1;ITPR1;BDKRB2;ADRA2C;ADCY7;MAPK3;PDE2A;PLCB1;IRS4;IRS2;PDE5A;INSR;IRS1;SLC8A2;NPR1;KCNMB4;ATP2A3;FXYD2;ITPR3;ADCY5;NFATC4;ATP2B4;ATP1B1,NFATC1;GTF2IRD1;ITPR1;BDKRB2;ADRA2C;ADCY7;MAPK3;PDE2A;PLCB1;IRS4;IRS2;PDE5A;INSR;IRS1;SLC8A2;NPR1;KCNMB4;ATP2A3;FXYD2;ITPR3;ADCY5;NFATC4;ATP2B4;ATP1B1
Ras signaling pathway,-0.4254257500412931,-1.0877286235993227,0.16666666666666666,0.6848772814169003,232,211,ETS1;PTPN11;NFKB1;BCL2L1;EPHA2;AKT1;GRB2;CALM3;ABL2;CALM2;GNG11;ELK1;NRAS;STK4;RAF1;RRAS2;CALM1;RAB5C;GNG12;GNG5;RHOA;GNB1;SHC1;PDGFB;MAP2K1;ETS2;RAC1;GNB2;MAPK1;IKBKG;CDC42;PAK4;MET;FGF2;RASAL2;RALB;CHUK;TBK1;RAP1B;RELA;PAK2;PIK3CB;GNB4;EGFR;FGF5;AKT2;PRKACA;ARF6;PIK3CD;RASSF1;RALBP1;GNB3;MAPK9;GNB5;HRAS;HTR7;PIK3R3;BRAP;MAPK8;PGF;VEGFC;NGF;RAP1A;BAD;FGF22;CALML4;FLT4;PLA2G4B;FGF1;KRAS;REL;GNG13;GNGT1;FGF8;PLA2G5;PLA2G4D;GNG10;ABL1;AKT3;GNG2;PLA2G2F;FGFR2;FGF18;EXOC2;IKBKB;RASA3;GNG3;PRKCB;RIN1;IGF2;FGF19;GNGT2;FGF10;PLA2G4F;PLA2G10;RASGRF1;PLA2G3;GRIN2B;RASGRP4;ANGPT4;CSF1R;RAB5A;SHC4;NF1;PLA2G1B;FLT3;PLA1A;PLA2G4E;HGF;PLA2G2A;PLA2G2C;FGF21;RAC2;NTF3;PRKACB;RALA;RASGRF2;PIK3R2;GNG8;RASAL3;SOS1;SHOC2;ANGPT2;PIK3CA;GNG7;LAT;RGL2;PLD2;TEK;CALML6;SOS2;RASA1;ZAP70;KITLG;FGF20;PLCG1;VEGFD;PAK1;FGF7;RASGRP3;FLT1;BDNF;FLT3LG;ANGPT1;RAC3;RASAL1;FGF17;RGL1;PDGFD;PLA2G12A;RASSF5;PRKCA;RASA2;TIAM1;EFNA5;MAPK10;GAB1;SHC3;FGF9;RASA4;PLCG2;JMJD7-PLA2G4B;GRIN1;PLCE1;NTRK1;PAK6;PDGFRA;PDGFC;RASGRP1;PAK3;PLA2G4A;FGFR1;MAP2K2;FGFR4;PDGFRB;RASA4B;PLA2G4C;PIK3R1;RAB5B;NTF4;SYNGAP1;FOXO4;RALGDS;RRAS;MAPK3;PDGFA;GNG4;EFNA4;KSR2;CSF1;EFNA2;VEGFB;RAPGEF5;NTRK2;IGF1R;PLA2G6;INSR;PRKCG;EFNA3;AFDN;PLD1;GAB2;FGFR3;NGFR;MRAS;KSR1;RASGRP2;TGFA;SHC2;EFNA1;VEGFA,GNG4;EFNA4;KSR2;CSF1;EFNA2;VEGFB;RAPGEF5;NTRK2;IGF1R;PLA2G6;INSR;PRKCG;EFNA3;AFDN;PLD1;GAB2;FGFR3;NGFR;MRAS;KSR1;RASGRP2;TGFA;SHC2;EFNA1;VEGFA
"Alanine, aspartate and glutamate metabolism",-0.5535464633532469,-1.0677468246593327,0.32432432432432434,0.6851275072781698,35,30,GOT2;CAD;GLUD2;GLUD1;GOT1;PPAT;ADSL;ASL;ALDH4A1;GFPT1;AGXT2;DDO;GLUL;GLS;NIT2;RIMKLA;AGXT;GLS2;GPT2;IL4I1;ASNS;ALDH5A1;GPT;NAT8L;CPS1;ABAT;GAD1;RIMKLB;GFPT2;ASS1,ABAT;GAD1;RIMKLB;GFPT2;ASS1
Gastric acid secretion,-0.46784781791868957,-1.0395366288907333,0.3225806451612903,0.6856552563673929,75,68,ACTB;EZR;CALM3;SLC9A1;CALM2;CALM1;ADCY3;GNAI3;ATP1B3;PLCB3;SLC4A2;PRKACA;MYLK2;GNAI2;CALML4;ITPR2;ATP1A2;PLCB2;CCKBR;PRKCB;GAST;ATP4B;ADCY2;ATP1A4;CHRM3;ATP4A;SSTR2;CFTR;HRH2;CAMK2A;PRKACB;KCNJ10;MYLK3;CALML6;ADCY1;ADCY4;CA2;KCNJ1;MYLK4;CAMK2G;KCNQ1;KCNE2;PRKCA;ADCY9;KCNK10;ATP1A1;GNAS;SLC26A7;ATP1A3;MYLK;ADCY6;PLCB4;ATP1B2;CAMK2B;GNAI1;GNAQ;ITPR1;ADCY7;KCNJ15;KCNJ2;PLCB1;PRKCG;KCNK2;CAMK2D;ITPR3;ADCY5;KCNJ16;ATP1B1,PRKCG;KCNK2;CAMK2D;ITPR3;ADCY5;KCNJ16;ATP1B1
Serotonergic synapse,-0.4550963546536845,-1.032935900803607,0.4,0.6861197190244032,113,94,GNG11;NRAS;CASP3;RAF1;GNG12;GNG5;GNAI3;GNB1;MAP2K1;ARAF;GNB2;MAPK1;PLCB3;GNB4;PRKACA;GNB3;GNB5;HRAS;HTR7;GNAI2;ITPR2;HTR1D;PLA2G4B;CACNA1B;KRAS;GNG13;HTR2B;GNGT1;RAPGEF3;HTR2A;PLA2G4D;GNG10;SLC18A2;CACNA1S;PLCB2;GNG2;HTR3B;KCNJ9;SLC6A4;CYP2D7;GNG3;PRKCB;CYP2C8;ALOX15B;GNGT2;HTR3C;PLA2G4F;HTR3E;CYP2C18;PLA2G4E;KCNJ6;HTR3A;CACNA1A;PRKACB;GNG8;CACNA1F;GNG7;CYP2D6;ALOX15;CYP4X1;DDC;GNAO1;TPH1;KCNJ5;CACNA1C;HTR1F;PRKCA;CACNA1D;CYP2J2;GNAS;DUSP1;KCND2;JMJD7-PLA2G4B;BRAF;ALOX12;ALOX12B;PLCB4;PLA2G4A;GNAI1;PLA2G4C;MAOA;GNAQ;ITPR1;HTR6;MAPK3;GNG4;PTGS2;PLCB1;TRPC1;PTGS1;PRKCG;ITPR3;ADCY5;APP,ALOX12B;PLCB4;PLA2G4A;GNAI1;PLA2G4C;MAOA;GNAQ;ITPR1;HTR6;MAPK3;GNG4;PTGS2;PLCB1;TRPC1;PTGS1;PRKCG;ITPR3;ADCY5;APP
Aldosterone-regulated sodium reabsorption,-0.5414141890133229,-1.0474629513157305,0.39473684210526316,0.6862315341084982,37,33,NEDD4L;SFN;SGK1;ATP1B3;MAPK1;PIK3CB;PIK3CD;PIK3R3;PDPK1;KRAS;FXYD4;SLC9A3R2;ATP1A2;PRKCB;ATP1A4;PIK3R2;PIK3CA;SCNN1G;KCNJ1;HSD11B2;PRKCA;ATP1A1;ATP1A3;ATP1B2;NR3C2;PIK3R1;MAPK3;SCNN1A;INSR;PRKCG;IRS1;FXYD2;ATP1B1,SCNN1A;INSR;PRKCG;IRS1;FXYD2;ATP1B1
Glycosaminoglycan degradation,-0.6238196942300263,-1.0785538473014502,0.36,0.6864812544629775,19,17,HEXB;ARSB;HPSE;GALNS;HYAL3;GUSB;HYAL2;SPAM1;HEXA;HYAL1;SGSH;GLB1;IDS;GNS;NAGLU;HGSNAT;IDUA,IDS;GNS;NAGLU;HGSNAT;IDUA
Phospholipase D signaling pathway,-0.42722737736142297,-1.0123650697022135,0.35294117647058826,0.6916090737967326,148,132,PTPN11;DGKZ;AKT1;GRB2;ARF1;NRAS;RAF1;RRAS2;ADCY3;PIP5K1A;GNA12;MTOR;RHOA;SHC1;AGPAT3;PDGFB;MAP2K1;SPHK2;RHEB;SPHK1;MAPK1;PLCB3;RALB;PIP5K1C;PIK3CB;EGFR;AKT2;ARF6;PIK3CD;CXCL8;HRAS;PIK3R3;GNA13;CYTH3;DGKE;F2;TSC2;AGPAT5;PLA2G4B;KRAS;GRM8;RAPGEF3;GRM2;PLA2G4D;PLPP2;AKT3;PLCB2;LPAR3;GRM7;DGKH;SYK;DGKI;PIP5K1B;DNM3;ADCY2;PLA2G4F;MS4A2;AGPAT1;LPAR5;LPAR6;FCER1G;SHC4;DGKB;PLA2G4E;GRM3;PIK3R5;RALA;PIK3R2;AVPR2;SOS1;GRM1;PIK3CA;PLPP1;PLD2;LPAR2;SOS2;KITLG;PLCG1;PIK3R6;ADCY1;AVPR1A;ADCY4;DGKD;PDGFD;PTGFR;PRKCA;ADCY9;TSC1;GAB1;SHC3;AGT;GNAS;PLCG2;AGPAT2;JMJD7-PLA2G4B;AVPR1B;GRM4;PDGFRA;ADCY6;PDGFC;PLCB4;RAPGEF4;PLA2G4A;MAP2K2;PDGFRB;PLA2G4C;PIK3R1;CYTH2;LPAR1;DGKA;RALGDS;DNM2;RRAS;CYTH4;ADCY7;MAPK3;PDGFA;DGKQ;PTK2B;PLCB1;FYN;CYTH1;INSR;F2R;PLD1;GAB2;AGPAT4;MRAS;PLPP3;ADCY5;DNM1;SHC2,PDGFRA;ADCY6;PDGFC;PLCB4;RAPGEF4;PLA2G4A;MAP2K2;PDGFRB;PLA2G4C;PIK3R1;CYTH2;LPAR1;DGKA;RALGDS;DNM2;RRAS;CYTH4;ADCY7;MAPK3;PDGFA;DGKQ;PTK2B;PLCB1;FYN;CYTH1;INSR;F2R;PLD1;GAB2;AGPAT4;MRAS;PLPP3;ADCY5;DNM1;SHC2
Arrhythmogenic right ventricular cardiomyopathy (ARVC),-0.4495686136716798,-1.0012231619776388,0.46875,0.6917578131219054,72,71,ACTB;ATP2A2;ITGA6;ACTG1;LMNA;CTNNB1;DAG1;ITGA5;ITGB5;DSP;DMD;CTNNA1;SLC8A1;PKP2;EMD;LEF1;CACNA1S;SGCG;CACNA2D4;CACNG2;TCF7L2;TCF7;DES;CACNG5;CTNNA2;ITGA8;ITGA9;ITGB7;CACNB2;RYR2;ACTN3;SGCA;ITGB6;ITGB1;CACNG1;ITGA11;CACNA1F;LAMA2;SGCB;ACTN2;DSC2;SGCD;TCF7L1;CACNA1C;ITGA10;CACNG6;GJA1;CTNNA3;ITGA4;CACNA1D;DSG2;CACNA2D1;CACNG4;CACNB1;CDH2;CACNG8;CACNA2D3;CACNG7;ITGA2B;ITGAV;ITGB8;ITGA1;JUP;CACNB4;ITGA3;CACNA2D2;ITGA7;CACNB3;ITGA2;ITGB4;ITGB3,ITGA2B;ITGAV;ITGB8;ITGA1;JUP;CACNB4;ITGA3;CACNA2D2;ITGA7;CACNB3;ITGA2;ITGB4;ITGB3
Rap1 signaling pathway,-0.4145116056379139,-1.0690952483104608,0.21875,0.6923050898727929,206,187,ACTB;MAP2K3;THBS1;PFN1;DOCK4;FARP2;VASP;TLN1;ACTG1;EPHA2;AKT1;CALM3;SIPA1L3;CALM2;NRAS;PARD6B;RAF1;CALM1;ADCY3;BCAR1;CTNNB1;SIPA1;RHOA;GNAI3;PDGFB;MAP2K1;PRKD2;CRK;RAPGEF1;RAC1;MAPK1;CDC42;PLCB3;MET;FGF2;RALB;RAP1B;CRKL;ADORA2B;PIK3CB;EGFR;FGF5;AKT2;PIK3CD;PRKCI;RAPGEF6;MAPK14;HRAS;PIK3R3;VAV2;ITGB2;PGF;GNAI2;KRIT1;VEGFC;NGF;RAP1A;CTNND1;FGF22;CALML4;FLT4;PARD6A;SRC;FGF1;KRAS;MAGI3;RAPGEF3;FGF8;RAPGEF2;AKT3;PLCB2;LPAR3;FGFR2;FGF18;PARD3;DRD2;PRKCB;FPR1;ADCY2;FGF19;FGF10;GRIN2B;LPAR5;ANGPT4;CSF1R;PRKD3;HGF;FGF21;RAC2;SKAP1;PFN2;RALA;ITGAL;PIK3R2;ITGB1;ANGPT2;PIK3CA;P2RY1;LAT;CNR1;TEK;LPAR2;CALML6;KITLG;FGF20;PLCG1;VEGFD;FGF7;ITGAM;RASGRP3;ADCY1;GNAO1;FLT1;ADCY4;PRKCZ;ANGPT1;F2RL3;RAC3;ADORA2A;FGF17;PDGFD;SIPA1L1;MAPK13;RASSF5;RGS14;PRKCA;MAPK12;ADCY9;TIAM1;PFN4;EFNA5;GNAS;FGF9;GRIN1;BRAF;PLCE1;MAGI1;PDGFRA;ADCY6;PDGFC;CDH1;PLCB4;RAPGEF4;MAP2K6;FGFR1;MAP2K2;FGFR4;PDGFRB;GNAI1;PIK3R1;GNAQ;LPAR1;RALGDS;ARAP3;MAPK11;RRAS;PARD6G;ADCY7;MAPK3;PDGFA;MAGI2;ITGA2B;EFNA4;PLCB1;CSF1;EFNA2;VEGFB;RAPGEF5;TLN2;IGF1R;INSR;PRKCG;EFNA3;AFDN;F2R;FGFR3;NGFR;MRAS;PRKD1;RASGRP2;ADCY5;RAP1GAP;SIPA1L2;EFNA1;ID1;ITGB3;VEGFA,RALGDS;ARAP3;MAPK11;RRAS;PARD6G;ADCY7;MAPK3;PDGFA;MAGI2;ITGA2B;EFNA4;PLCB1;CSF1;EFNA2;VEGFB;RAPGEF5;TLN2;IGF1R;INSR;PRKCG;EFNA3;AFDN;F2R;FGFR3;NGFR;MRAS;PRKD1;RASGRP2;ADCY5;RAP1GAP;SIPA1L2;EFNA1;ID1;ITGB3;VEGFA
Signaling pathways regulating pluripotency of stem cells,-0.4282636624958336,-1.0036230399327184,0.44,0.6942948729228622,139,129,WNT5B;AKT1;GRB2;JAK1;WNT7A;TCF3;NRAS;RAF1;CTNNB1;PCGF6;MAP2K1;MAPK1;FGF2;FZD6;PAX6;PIK3CB;LIF;RIF1;DVL3;SMARCAD1;INHBA;AKT2;SMAD1;PIK3CD;INHBB;APC;MAPK14;WNT7B;REST;BMI1;MYC;ZFHX3;HRAS;ID3;PIK3R3;AXIN1;DVL1;KAT6A;SMAD3;PCGF5;SMAD2;WNT3A;KRAS;HNF1A;ONECUT1;STAT3;PCGF3;APC2;ACVR2A;AKT3;OTX1;WNT8A;FGFR2;ZIC3;BMPR1A;GSK3B;IL6ST;ID4;ISL1;ESX1;WNT16;ACVR1;WNT1;WNT3;NANOG;PCGF2;PIK3R2;WNT2;PCGF1;PIK3CA;MEIS1;FZD9;WNT10B;FZD5;NODAL;SOX2;WNT8B;INHBE;BMPR1B;POU5F1;POU5F1B;HESX1;ACVR1B;JARID2;DVL2;SKIL;ESRRB;BMP4;ID2;SMAD4;MAPK13;MAPK12;TBX3;INHBC;SETDB1;SMAD5;WNT4;DUSP9;FZD3;BMPR2;FGFR1;MAP2K2;JAK2;FGFR4;KLF4;ACVR2B;PIK3R1;ACVR1C;FZD2;FZD1;LIFR;WNT2B;MAPK11;FZD4;FZD10;MAPK3;AXIN2;WNT10A;WNT11;WNT6;IGF1R;WNT5A;WNT9A;SMAD9;JAK3;FGFR3;FZD8;FZD7;ID1,BMPR2;FGFR1;MAP2K2;JAK2;FGFR4;KLF4;ACVR2B;PIK3R1;ACVR1C;FZD2;FZD1;LIFR;WNT2B;MAPK11;FZD4;FZD10;MAPK3;AXIN2;WNT10A;WNT11;WNT6;IGF1R;WNT5A;WNT9A;SMAD9;JAK3;FGFR3;FZD8;FZD7;ID1
Human papillomavirus infection,-0.3938359954888805,-1.0196188811170543,0.4375,0.696784002802057,330,300,CCND1;CCNA2;THBS1;E2F1;PXN;WNT5B;TUBG1;CDK2;PPP2R1B;ITGA6;NFKB1;SLC9A3R1;CDK6;RBL1;TERT;AKT1;GRB2;CDK4;PPP2CA;PPP2R5D;JAK1;WNT7A;ATP6V0A4;LAMC2;COL4A1;BAX;BCAP31;SCRIB;NRAS;PARD6B;CASP3;IRF3;CCNE2;RPS6KB2;COL4A2;RAF1;CREBBP;ATP6V0D1;CCNE1;MAML1;CTNNB1;PPP2R3C;MTOR;HDAC1;TICAM1;PPP2R1A;IRF1;ATR;ATP6V0E2;EP300;MAP2K1;PPP2R5A;CSNK1A1;TRAF3;PKM;CCND3;RHEB;EIF4EBP1;ATP6V0B;MAPK1;IKBKG;TYK2;CDC42;ITGA5;PPP2CB;CHD4;RPS6KB1;CHUK;FZD6;ATP6V1D;TBK1;PPP2R2D;RELA;ATP6V0C;ITGB5;CREB3;EIF2AK2;PIK3CB;EGFR;BAK1;PPP2R2A;ATP6V1B2;DVL3;PPP2R5E;AKT2;IKBKE;PRKACA;HES6;NOTCH2;PIK3CD;ATP6V1H;ATP6V1C1;CDKN1A;UBR4;FADD;PRKCI;CREB3L2;APC;ATP6V0E1;LLGL1;HDAC2;LAMC1;TBP;WNT7B;HRAS;ATP6V1E2;PTGER4;PIK3R3;ATP6V1A;NOTCH1;ATP6V0A1;AXIN1;RB1;DVL1;TBPL1;MDM2;CREB1;BAD;NFX1;LAMB3;TSC2;PARD6A;PSMC1;WNT3A;UBE3A;IFNAR1;KRAS;ATP6V1C2;LAMA1;APC2;DLG2;ATP6V1F;ATP6V1E1;AKT3;ATP6V1G1;HLA-C;LAMB4;WNT8A;CCNA1;IKBKB;GSK3B;HLA-B;PARD3;HES3;TCF7L2;CSNK1A1L;TCF7;TNN;COL9A1;ITGA8;HEYL;LAMC3;WNT16;ITGA9;PPP2R3B;ITGB7;WNT1;RBPJL;HEY2;PTK2;WNT3;HLA-E;PRKACB;PPP2R5C;TLR3;HLA-A;ITGB6;PIK3R2;WNT2;ITGB1;COL2A1;SOS1;ITGA11;LAMA2;PIK3CA;TADA3;PSEN1;TNXB;SOS2;LLGL2;VWF;COL6A6;FZD9;WNT10B;FZD5;VTN;HEY1;THBS4;CREB5;TBPL2;ATP6V0D2;ATP6V0A2;IRF9;WNT8B;TCF7L1;ATP6V1B1;OASL;PRKCZ;ITGA10;TUBG2;TP53;DVL2;STAT1;IFNAR2;CREB3L3;ITGA4;PTEN;CREB3L4;COMP;TSC1;CRB3;CREB3L1;MX1;FAS;GNAS;ATM;WNT4;LAMB1;COL9A2;CHAD;TCIRG1;ISG15;MAGI1;TNFRSF1A;FOXO1;MAML3;LAMA4;FZD3;THBS2;COL9A3;MAP2K2;PDGFRB;PIK3R1;RBPJ;FZD2;FZD1;RFNG;MFNG;HES2;SPP1;COL4A6;WNT2B;ATP6AP1;CASP8;FZD4;PARD6G;FZD10;COL6A3;MAPK3;MAML2;RELN;COL1A2;ITGA2B;LFNG;AXIN2;ITGAV;DLG3;STAT2;PTGS2;WNT10A;PPP2R5B;TRADD;HES4;ITGB8;ITGA1;LAMA5;WNT11;PATJ;PPP2R3A;ITGA3;WNT6;CCND2;HES1;WNT5A;WNT9A;HES7;COL1A1;COL4A3;CDKN1B;RBL2;FZD8;ITGA7;COL4A5;COL4A4;THBS3;DLG1;FZD7;LAMA3;ITGA2;PPP2R2C;ITGB4;TNC;LAMB2;COL6A2;JAG1;COL6A1;NOTCH3;ITGB3;FN1;VEGFA,RBPJ;FZD2;FZD1;RFNG;MFNG;HES2;SPP1;COL4A6;WNT2B;ATP6AP1;CASP8;FZD4;PARD6G;FZD10;COL6A3;MAPK3;MAML2;RELN;COL1A2;ITGA2B;LFNG;AXIN2;ITGAV;DLG3;STAT2;PTGS2;WNT10A;PPP2R5B;TRADD;HES4;ITGB8;ITGA1;LAMA5;WNT11;PATJ;PPP2R3A;ITGA3;WNT6;CCND2;HES1;WNT5A;WNT9A;HES7;COL1A1;COL4A3;CDKN1B;RBL2;FZD8;ITGA7;COL4A5;COL4A4;THBS3;DLG1;FZD7;LAMA3;ITGA2;PPP2R2C;ITGB4;TNC;LAMB2;COL6A2;JAG1;COL6A1;NOTCH3;ITGB3;FN1;VEGFA
Ferroptosis,-0.5237559151845833,-1.0224775626796438,0.4482758620689655,0.6976969556011029,40,39,TFRC;GCLM;SLC3A2;HMOX1;VDAC3;PCBP1;GSS;PRNP;SLC7A11;ATG7;ACSL1;LPCAT3;VDAC2;ACSL3;SLC11A2;ATG5;NCOA4;PCBP2;SLC39A8;MAP1LC3B;ACSL4;MAP1LC3C;CYBB;ACSL5;ALOX15;GCLC;TF;TP53;GPX4;SLC40A1;SLC39A14;FTL;ACSL6;SAT2;MAP1LC3A;CP;SAT1;STEAP3;FTH1,MAP1LC3A;CP;SAT1;STEAP3;FTH1
Endocrine and other factor-regulated calcium reabsorption,-0.5519574337023538,-1.0879205596367976,0.375,0.6977774281450014,48,44,CLTB;AP2S1;CLTA;AP2M1;CLTC;ATP1B3;AP2A1;PLCB3;PRKACA;SLC8A1;AP2A2;ATP1A2;KL;PLCB2;KLK2;PRKCB;DNM3;ATP1A4;RAB11A;PRKACB;ESR1;CALB1;AP2B1;CLTCL1;KLK1;ATP2B1;PRKCA;ADCY9;ATP1A1;GNAS;ATP1A3;PTH1R;VDR;ADCY6;PLCB4;ATP1B2;GNAQ;DNM2;BDKRB2;PLCB1;PRKCG;FXYD2;DNM1;ATP1B1,DNM2;BDKRB2;PLCB1;PRKCG;FXYD2;DNM1;ATP1B1
Rheumatoid arthritis,-0.49120446647177685,-1.013687733303493,0.375,0.6980308208576347,91,63,CXCL1;ATP6V0A4;IL6;ATP6V0D1;CSF2;ATP6V0E2;TGFB1;ATP6V0B;ATP6V1D;TGFB2;ATP6V0C;ATP6V1B2;ATP6V1H;ATP6V1C1;CXCL8;ATP6V0E1;TNFSF13;ATP6V1E2;ITGB2;ATP6V1A;ATP6V0A1;CTSL;TLR4;IL1A;ATP6V1C2;ICAM1;CTLA4;ATP6V1F;MMP3;ATP6V1E1;ATP6V1G1;IL23A;TNFSF13B;CXCL6;TGFB3;IL18;ITGAL;CCL5;ACP5;CD80;TEK;ATP6V0D2;ATP6V0A2;IL1B;CXCL5;FLT1;ATP6V1B1;ANGPT1;CTSK;JUN;CCL2;CXCL12;TCIRG1;MMP1;TNFRSF11A;FOS;ATP6AP1;CSF1;IL15;IL11;TLR2;CCL20;VEGFA,CSF1;IL15;IL11;TLR2;CCL20;VEGFA
Fc gamma R-mediated phagocytosis,-0.4708311985026325,-0.9836775187333604,0.52,0.7000636054504978,91,87,CFL1;VASP;ARPC5L;AKT1;MYO10;ARPC2;RPS6KB2;ARPC4;RAF1;PIP5K1A;CFL2;LIMK2;BIN1;MAP2K1;CRK;SPHK2;ARPC1A;RAC1;SPHK1;MAPK1;CDC42;RPS6KB1;PRKCD;ARPC5;CRKL;PIP5K1C;PIK3CB;ASAP1;AKT2;ARF6;ARPC1B;PIK3CD;ASAP2;LIMK1;PRKCE;PIK3R3;VAV2;ARPC3;WASF1;MARCKSL1;PLA2G4B;LYN;INPPL1;PLA2G4D;PLPP2;AKT3;PTPRC;WASL;FCGR1A;SYK;PRKCB;PIP5K1B;PLA2G4F;VAV1;PLA2G4E;RAC2;PIK3R2;HCK;INPP5D;PIK3CA;LAT;PLPP1;PLD2;SCIN;WAS;PLCG1;PAK1;FCGR2A;DOCK2;NCF1;PRKCA;WASF3;WASF2;PLCG2;PLA2G4A;PIK3R1;DNM2;MAPK3;PLA2G6;PRKCG;PLD1;GAB2;PLPP3;GSN;ASAP3;VAV3;MARCKS,PLA2G6;PRKCG;PLD1;GAB2;PLPP3;GSN;ASAP3;VAV3;MARCKS
Hematopoietic cell lineage,-0.4991033139891973,-0.9959494176501203,0.39285714285714285,0.7005232220879162,97,65,TFRC;ITGA6;IL6;CSF3;CSF2;ITGA5;CD9;CD59;IL4R;IL7R;IL1R2;IL1A;CR1;CD19;IL7;CD22;CD3D;GP5;CD44;FCGR1A;CD8B;CSF2RA;CD38;IL3RA;CD34;CSF1R;EPO;IL5RA;FLT3;IL2RA;CD33;IL4;FCER2;CD1D;THPO;IL5;CD5;IL6R;CD36;KITLG;IL1B;ITGAM;CSF3R;FLT3LG;ITGA4;CD37;CD4;GP1BA;CD7;CD8A;IL1R1;ANPEP;CD55;MME;IL11RA;ITGA2B;CD14;ITGA1;CSF1;ITGA3;IL11;EPOR;ITGA2;CD24;ITGB3,ITGA2B;CD14;ITGA1;CSF1;ITGA3;IL11;EPOR;ITGA2;CD24;ITGB3
