Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Thyroid cancer,0.6996911605501736,1.4402553387520043,0.06818181818181818,0.16656838526310197,37,36,GADD45B;CTNNB1;BAX;TPM3;CDKN1A;NCOA4;TP53;BAK1;NRAS;GADD45G;MAPK1;CCND1;LEF1;MAPK3;TCF7L1;KRAS;HRAS;GADD45A;CDH1;CCDC6;RXRB;TCF7;TFG;MAP2K2;POLK;RET;PPARG;MAP2K1;RXRA;NTRK1;MYC;DDB2;BRAF;PAX8;TCF7L2;TPR,GADD45B;CTNNB1;BAX;TPM3;CDKN1A;NCOA4;TP53;BAK1;NRAS;GADD45G
Collecting duct acid secretion,0.6995746124276881,1.4426826622427216,0.03508771929824561,0.1699654595365478,27,24,ATP6V0E1;ATP6V1B2;ATP6V1D;ATP6V1E1;ATP6V1A;ATP6V0D1;ATP6V1F;TCIRG1;ATP6V0C;ATP6V1G1;ATP6V0A2;ATP4B;ATP6V0A4;ATP6V0E2;SLC4A1;CLCNKB;ATP6V1B1;ATP6V1C2;ATP4A;ATP6V1E2;ATP6V1C1;CA2;SLC12A7;ATP6V0A1,ATP6V0E1;ATP6V1B2;ATP6V1D;ATP6V1E1;ATP6V1A;ATP6V0D1
Cell cycle,0.5936995671600578,1.4306624954553495,0.05405405405405406,0.1712307110963732,124,122,CCND3;GADD45B;SKP2;CDC20;YWHAH;TGFB2;CCNA2;MCM5;SMAD3;ANAPC11;YWHAZ;CDKN1A;CCNB1;E2F4;HDAC1;YWHAG;PCNA;RBX1;PLK1;SKP1;PTTG1;CCNB2;MCM7;YWHAB;MCM6;TP53;CDK2;ANAPC7;CCNH;TFDP1;E2F1;GADD45G;HDAC2;CDC16;MCM2;YWHAQ;BUB3;CDC6;CDC25A;MCM3;BUB1;CDC45;CUL1;CHEK1;ANAPC13;ANAPC2;PKMYT1;ORC6;CDC23;YWHAE;CCND1;ORC5;CDC27;ANAPC1;PRKDC;ATR;ORC1;MCM4;MAD2L1;MAD2L2;ORC2;CCNE1;CDKN2C;GADD45A;SMC1B;DBF4;CDK7;CDC26;SMC1A;E2F3;RB1;CDK4;ANAPC5;CDK1;PTTG2;CDC25C;ANAPC10;MAD1L1;CDKN1C;ZBTB17;CREBBP;SMAD2;CDKN2D;ORC4;CCNB3;TGFB1;CCNA1;ANAPC4;CDC14A;EP300;ORC3;GSK3B;SMC3;CCNE2;TTK;FZR1;CDC14B;E2F2;BUB1B;CDK6;RAD21;CDC7;ESPL1;CDKN1B;E2F5;SMAD4;TGFB3;CHEK2;MYC;RBL1;CDKN2A;MDM2;STAG2;RBL2;ATM;STAG1;TFDP2;CDKN2B;WEE1;CDC25B;CCND2;ABL1,CCND3;GADD45B;SKP2;CDC20;YWHAH;TGFB2;CCNA2;MCM5;SMAD3;ANAPC11;YWHAZ;CDKN1A;CCNB1;E2F4;HDAC1;YWHAG;PCNA;RBX1;PLK1;SKP1;PTTG1;CCNB2;MCM7;YWHAB;MCM6;TP53;CDK2;ANAPC7;CCNH;TFDP1;E2F1;GADD45G;HDAC2;CDC16;MCM2;YWHAQ;BUB3;CDC6;CDC25A;MCM3;BUB1;CDC45
Ether lipid metabolism,-0.7275311468720884,-1.520054821468774,0.03571428571428571,0.173947694330622,47,41,AGPS;PAFAH1B3;LPCAT4;PAFAH1B2;PLB1;CHPT1;PLPP1;PAFAH2;LPCAT2;PLA2G3;SELENOI;PLA2G4D;PLA2G4E;PLA2G5;CEPT1;PLA2G2F;PLA2G2A;LPCAT1;PLA2G1B;PLA2G4B;PLD2;ENPP6;PLA2G4F;PLA2G2E;PLD4;PLA2G2C;PLA2G12B;GDPD3;PLA2G12A;GDPD1;PLA2G6;JMJD7-PLA2G4B;TMEM86B;PAFAH1B1;PLPP2;PLA2G4C;ENPP2;PLA2G4A;PLD3;PLD1;PLPP3,PLA2G4C;ENPP2;PLA2G4A;PLD3;PLD1;PLPP3
Ferroptosis,-0.8110433162408744,-1.5142732100296534,0.07547169811320754,0.1795089912024656,40,39,GSS;SLC7A11;NCOA4;TP53;ACSL4;LPCAT3;GCLM;VDAC3;ACSL3;FTL;ACSL1;PCBP1;SLC40A1;VDAC2;GCLC;MAP1LC3B;ATG5;PRNP;TFRC;ACSL5;MAP1LC3C;PCBP2;SAT2;ALOX15;HMOX1;STEAP3;SLC3A2;GPX4;ATG7;CP;ACSL6;TF;CYBB;MAP1LC3A;SAT1;SLC11A2;SLC39A14;FTH1;SLC39A8,MAP1LC3A;SAT1;SLC11A2;SLC39A14;FTH1;SLC39A8
Arachidonic acid metabolism,-0.804596810937907,-1.4942415208967057,0.05357142857142857,0.1868783957341232,63,53,CBR1;GPX1;GGT5;PTGES2;TBXAS1;PLB1;GPX7;CYP2U1;LTC4S;GPX3;EPHX2;PTGES3;PRXL2B;CBR3;PLA2G3;PLA2G4D;CYP4F8;CYP4F3;PLA2G4E;PLA2G5;GPX8;HPGDS;PLA2G2F;PLA2G2A;PLA2G1B;CYP4A22;PLA2G4B;GPX2;PLA2G4F;PLA2G2E;ALOX15;PLA2G2C;PLA2G12B;LTA4H;CYP2C8;PLA2G12A;ALOX12B;PLA2G6;GGT1;ALOX15B;JMJD7-PLA2G4B;CYP2E1;CYP2J2;ALOX5;ALOX12;PTGS1;AKR1C3;PLA2G4C;PTGDS;PLA2G4A;PTGES;PTGS2;PTGIS,PTGS1;AKR1C3;PLA2G4C;PTGDS;PLA2G4A;PTGES;PTGS2;PTGIS
Nicotine addiction,-0.8092090783872451,-1.4838002766161822,0.03508771929824561,0.18741667176319493,40,27,GABRA5;GRIN2D;GRIN2A;CHRNA6;GABRB1;GABRG3;GRIN2C;GABRD;GABRG2;GRIN2B;CHRNA7;GRIN1;CACNA1B;GABRR3;GABRP;CHRNB2;SLC17A8;GABRR2;GABRB3;GRIA4;GABRE;GRIN3A;GRIN3B;GABRQ;CACNA1A;GRIA3;GRIA1,GRIN3B;GABRQ;CACNA1A;GRIA3;GRIA1
Th1 and Th2 cell differentiation,-0.7308882443635902,-1.497204461289337,0.017857142857142856,0.18894868815362975,92,75,PPP3CA;GATA3;IKBKG;NFKBIB;IL4R;CHUK;MAPK12;STAT6;PLCG1;MAPK1;IL12A;PPP3R1;MAPK9;NOTCH1;MAML2;TYK2;MAPK3;MAPK14;MAPK8;IKBKB;LCK;IL2RB;IL5;DLL3;IL12B;IL2RA;HLA-DPA1;IL12RB1;RUNX3;MAPK13;PRKCQ;STAT5A;TBX21;RBPJL;CD247;IL13;IL4;JAK1;CD3G;IL2RG;STAT5B;MAPK11;IL12RB2;PPP3CB;CD4;JAG1;NFATC3;HLA-DPB1;ZAP70;IFNGR2;MAPK10;DLL1;LAT;MAML1;STAT4;FOS;JAK2;NFATC1;NOTCH2;PPP3CC;MAML3;IFNGR1;JAG2;RELA;JAK3;NFKB1;RBPJ;NFKBIE;JUN;NOTCH3;NFKBIA;DLL4;NFATC2;STAT1;MAF,IFNGR1;JAG2;RELA;JAK3;NFKB1;RBPJ;NFKBIE;JUN;NOTCH3;NFKBIA;DLL4;NFATC2;STAT1;MAF
Influenza A,-0.7181721647323314,-1.4881240057887055,0.078125,0.19136766140168476,171,135,MAP2K3;ACTG1;HSPA2;ACTB;HSPA8;PRKCA;CYCS;TLR4;PYCARD;EIF2S1;MYD88;AGFG1;EIF2AK4;VDAC1;DNAJB1;AKT1;PIK3R1;FURIN;RAF1;MAP2K4;KPNA1;NFKBIB;FDPS;PRSS3;MAPK12;MAPK1;NXT1;EIF2AK1;PIK3CB;NUP98;CPSF4;XPO1;SOCS3;RAE1;IRAK4;IL12A;HNRNPUL1;IRF3;IKBKE;KPNA2;DNAJC3;MAPK9;TNFRSF10A;NLRP3;HSPA1A;SLC25A6;PIK3R3;TYK2;MAPK3;HSPA1B;MAPK14;MAPK8;IKBKB;PABPN1L;IL18;AKT2;PABPN1;IL12B;DDX39B;HLA-DPA1;IFNA21;NXT2;MAPK13;CASP9;TNFRSF1A;CREBBP;MAP2K2;IFNB1;IFNAR2;JAK1;MAVS;PIK3R2;CIITA;NLRX1;RNASEL;IFNA1;MAPK11;TNFRSF10B;PRKCB;NXF5;EP300;NXF3;HLA-DPB1;AKT3;MAP2K1;IFNGR2;PIK3CA;IL33;GSK3B;MAPK10;BCL2L2-PABPN1;HSPA6;TMPRSS2;TLR3;TNFSF10;TICAM1;FAS;ATF2;TBK1;NXF1;JAK2;IRF7;EIF2AK3;IVNS1ABP;MAP2K6;CASP1;IRF9;IFNGR1;MAP2K7;RELA;PIK3CD;CXCL10;NFKB1;ADAR;DDX58;JUN;TRIM25;PML;NFKBIA;IL1A;IFNAR1;RSAD2;STAT2;EIF2AK2;ICAM1;CCL2;STAT1;IFIH1;IL1B;OAS3;IL6;OAS1;MX1;OAS2;CXCL8,ADAR;DDX58;JUN;TRIM25;PML;NFKBIA;IL1A;IFNAR1;RSAD2;STAT2;EIF2AK2;ICAM1;CCL2;STAT1;IFIH1;IL1B;OAS3;IL6;OAS1;MX1;OAS2;CXCL8
Type I diabetes mellitus,-0.783539242968176,-1.484500948602975,0.10638297872340426,0.1916984611621025,43,19,HSPD1;PTPRN2;IL12A;IL12B;HLA-DPA1;GZMB;HLA-F;HLA-DPB1;HLA-C;ICA1;GAD1;CPE;FAS;HLA-E;HLA-B;HLA-A;IL1A;PTPRN;IL1B,HLA-A;IL1A;PTPRN;IL1B
Amoebiasis,-0.7303578105606789,-1.501446245768526,0.01818181818181818,0.1937550140844057,96,87,CD1D;ACTN4;PRKCA;ACTN1;TGFB2;TLR4;HSPB1;RAB7A;VCL;PLCB4;PLCB3;RAB5C;SERPINB9;SERPINB1;PIK3R1;GNA11;RAB5B;PLCB2;PIK3CB;SERPINB6;RAB5A;GNAQ;IL12A;PLCB1;CD14;COL4A6;PRKACB;PRKACA;PIK3R3;LAMA1;IL1R2;PTK2;IL12B;LAMB4;CASP3;C8G;RAB7B;TGFB1;ARG1;PIK3R2;SERPINB10;SERPINB13;GNA15;PRKCB;GNAL;LAMA3;ARG2;ITGB2;SERPINB3;C9;PIK3CA;GNA14;ITGAM;NOS2;COL4A3;ADCY1;LAMC2;TGFB3;GNAS;PRKCG;RELA;PIK3CD;SERPINB4;LAMA5;LAMA2;COL4A4;NFKB1;LAMC1;LAMC3;FN1;LAMB2;COL4A5;LAMB1;LAMA4;COL4A1;TLR2;COL4A2;LAMB3;CSF2;COL1A2;IL1R1;COL1A1;IL1B;IL6;COL3A1;CXCL8;CXCL1,LAMA5;LAMA2;COL4A4;NFKB1;LAMC1;LAMC3;FN1;LAMB2;COL4A5;LAMB1;LAMA4;COL4A1;TLR2;COL4A2;LAMB3;CSF2;COL1A2;IL1R1;COL1A1;IL1B;IL6;COL3A1;CXCL8;CXCL1
Hepatitis C,-0.666747412419002,-1.4974197380676926,0.046153846153846156,0.19405540945507924,155,136,YWHAH;CTNNB1;BAX;YWHAZ;CYCS;CDKN1A;PPP2R1A;PSME3;GRB2;PPP2CA;EIF2S1;YWHAG;EIF2AK4;PPP2R1B;YWHAB;CLDN7;IKBKG;TP53;CDK2;BAK1;AKT1;PIK3R1;RAF1;PPP2CB;LDLR;NRAS;E2F1;PPP2R2B;EGF;CHUK;YWHAQ;MAPK1;FADD;CLDN23;EIF2AK1;PIK3CB;BID;TRADD;NR1H3;SOCS3;APAF1;YWHAE;IRF3;CCND1;IKBKE;CLDN5;RIPK1;PIK3R3;SOS2;TYK2;MAPK3;PPP2R2A;IKBKB;KRAS;AKT2;ARAF;HRAS;BAD;IFIT1B;IFNA21;E2F3;RB1;CDK4;CASP9;CLDN18;CLDN9;TNFRSF1A;CASP3;PIAS1;CLDN20;MAP2K2;IFNB1;CASP8;TRAF6;CLDN10;IFNAR2;JAK1;MAVS;PIK3R2;RNASEL;CLDN16;CLDN14;IFNA1;CLDN6;PPP2R2C;CLDN2;PPP2R2D;CLDN15;AKT3;MAP2K1;TRAF2;RXRA;PIK3CA;GSK3B;OCLN;TLR3;CLDN3;TRAF3;E2F2;TICAM1;CDK6;CLDN24;STAT3;FAS;TBK1;SOS1;MYC;IRF7;BRAF;PPARA;CLDN4;EIF2AK3;IRF9;RELA;CLDN11;PIK3CD;CXCL10;EIF3E;NFKB1;SCARB1;CD81;DDX58;NFKBIA;EGFR;CLDN1;IFNAR1;RSAD2;STAT2;EIF2AK2;CFLAR;IFIT1;STAT1;OAS3;OAS1;MX1;OAS2,CD81;DDX58;NFKBIA;EGFR;CLDN1;IFNAR1;RSAD2;STAT2;EIF2AK2;CFLAR;IFIT1;STAT1;OAS3;OAS1;MX1;OAS2
Tuberculosis,-0.6740390723896238,-1.4588126893068059,0.08333333333333333,0.22295197877059805,179,140,SPHK1;TGFB2;HSPD1;BAX;CALM1;CAMK2D;CYCS;TLR4;RAB7A;ATP6V1H;NFYB;CARD9;RAB5C;CALM3;CORO1A;MYD88;ATP6V0D1;CALM2;ATP6V0B;PPP3CA;RFX5;AKT1;NFYC;RAF1;IRAK1;RHOA;RFXANK;ARHGEF12;RAB5B;MAPK12;MAPK1;FADD;SPHK2;BID;TRADD;RAB5A;TCIRG1;IRAK4;IL12A;APAF1;PPP3R1;ATP6V0C;MAPK9;HSPA9;CD14;NFYA;ATP6V0A2;BCL10;ATP6AP1;MAPK3;SRC;MAPK14;MAPK8;IL18;MALT1;AKT2;BAD;IL12B;HLA-DPA1;IFNA21;MAPK13;RFXAP;CASP9;LSP1;ATP6V0A4;FCGR2C;TIRAP;FCGR3B;TNFRSF1A;MRC1;CASP3;CAMK2B;CREBBP;CD209;IFNB1;ITGAX;CASP8;IL10RB;FCER1G;TRAF6;JAK1;TGFB1;CIITA;IFNA1;CAMK2G;LBP;MAPK11;CYP27B1;EEA1;IL10RA;PPP3CB;CAMP;TLR1;EP300;CREB1;CALML4;ITGB2;HLA-DPB1;AKT3;PLK3;CAMK2A;IFNGR2;MAPK10;TLR6;LAMP2;ITGAM;NOS2;FCGR2A;PIK3C3;CLEC4E;TGFB3;IL23A;CALML6;JAK2;BCL2;VDR;PPP3CC;CASP10;LAMP1;CD74;IFNGR1;RELA;RIPK2;KSR1;NOD2;MRC2;NFKB1;ATP6V0A1;CEBPG;TLR2;IL1A;IRAK2;CEBPB;CTSD;CTSS;STAT1;PLA2R1;IL1B;IL6;C3,ATP6V0A1;CEBPG;TLR2;IL1A;IRAK2;CEBPB;CTSD;CTSS;STAT1;PLA2R1;IL1B;IL6;C3
Oocyte meiosis,0.6033556601286781,1.387843831766729,0.0,0.23089489202326877,125,114,CDC20;YWHAH;ANAPC11;YWHAZ;CALM1;CAMK2D;PPP2R1A;CCNB1;AURKA;PPP1CA;PPP2CA;YWHAG;CALM3;RBX1;PLK1;SKP1;PTTG1;CCNB2;CALM2;PPP3CA;PPP2R1B;YWHAB;ADCY3;CDK2;ANAPC7;PPP2CB;CDC16;YWHAQ;MAPK12;MAPK1;PPP2R5D;BUB1;ADCY7;CUL1;ANAPC13;PPP1CC;ANAPC2;PKMYT1;CDC23;PPP3R1;YWHAE;ITPR2;CDC27;ANAPC1;FBXW11;PRKACB;PRKACA;MAD2L1;SPDYE2B;MAPK3;SPDYA;MAD2L2;PPP2R5A;CCNE1;PPP2R5C;SGO1;SMC1B;CDC26;SMC1A;ANAPC5;CDK1;PTTG2;PLCZ1;CDC25C;ANAPC10;MAD1L1;CAMK2B;PPP1CB;SPDYE17;SPDYE16;ADCY9;SPDYE6;PPP2R5E;SPDYC;CAMK2G;ANAPC4;RPS6KA1;BTRC;SPDYE3;PPP3CB;SPDYE18;CALML4;SPDYE5;AR;MAP2K1;ADCY2;CAMK2A;RPS6KA3;FBXO5;ADCY5;SPDYE1;CPEB3;SMC3;ITPR1;CCNE2;CPEB4;STAG3;SPDYE2;IGF1;RPS6KA6;ADCY1;ESPL1;FBXO43;CALML6;ITPR3;PPP2R5B;IGF1R;PPP3CC;REC8;ADCY6;SLK;CPEB2;RPS6KA2;ADCY4,CDC20;YWHAH;ANAPC11;YWHAZ;CALM1;CAMK2D;PPP2R1A;CCNB1;AURKA;PPP1CA;PPP2CA;YWHAG;CALM3;RBX1;PLK1;SKP1;PTTG1;CCNB2;CALM2;PPP3CA;PPP2R1B;YWHAB;ADCY3;CDK2;ANAPC7;PPP2CB;CDC16;YWHAQ;MAPK12;MAPK1;PPP2R5D;BUB1;ADCY7;CUL1;ANAPC13;PPP1CC
Basal cell carcinoma,0.6232367908645945,1.380606383686078,0.08333333333333333,0.2339145700369702,63,60,GADD45B;KIF7;FZD7;GLI2;CTNNB1;BAX;HHIP;CDKN1A;BMP4;PTCH1;FZD2;FZD4;WNT5B;TP53;BAK1;WNT2B;GADD45G;APC;FZD1;FZD5;WNT3;PTCH2;DVL2;LEF1;WNT16;DVL3;TCF7L1;GADD45A;FZD6;WNT8A;WNT3A;AXIN1;TCF7;DVL1;SMO;FZD9;POLK;WNT1;WNT8B;GSK3B;WNT10B;WNT4;WNT6;APC2;FZD10;FZD8;DDB2;WNT2;WNT7A;SUFU;WNT5A;TCF7L2;GLI1;FZD3;WNT10A;WNT11;BMP2;GLI3;AXIN2;WNT9A,GADD45B;KIF7;FZD7;GLI2;CTNNB1;BAX;HHIP;CDKN1A;BMP4;PTCH1;FZD2;FZD4;WNT5B;TP53;BAK1;WNT2B
Adrenergic signaling in cardiomyocytes,0.5579978068465424,1.36833514573541,0.06666666666666667,0.23971403526746585,145,133,ADRA1B;TPM1;ADRA1D;SLC8A1;PRKCA;TPM2;CALM1;CAMK2D;TPM3;ACTC1;PPP2R1A;PPP1CA;ATP1B3;PLCB4;PLCB3;PPP2CA;CALM3;CALM2;ATP2A2;PPP2R1B;ADCY3;AKT1;CREB3;PPP2CB;SCN5A;GNAI2;ATP2B4;PPP2R2B;ADRB2;MAPK12;MAPK1;ATP1A1;PLCB2;PPP2R5D;ADCY7;GNAI1;PPP1CC;GNAI3;CREM;GNAQ;CREB3L2;PLCB1;KCNE1;ADRB1;PRKACB;PRKACA;TNNC1;MAPK3;PPP2R2A;TPM4;MAPK14;PPP2R5A;CACNG6;CACNB3;PPP2R5C;AKT2;CACNG1;MYH7;MAPK13;CACNA2D1;KCNQ1;ATP2B2;TNNI3;PPP1R1A;CACNG2;CACNG4;CACNA1C;ATF6B;CAMK2B;CACNA1F;PPP1CB;PPP2R3B;MYL4;ATP1A3;CREB3L3;ADCY9;AGTR1;CREB3L4;PPP2R3C;AGT;PPP2R5E;PIK3R6;TNNT2;CAMK2G;MAPK11;ATP1B2;ATP1B1;RYR2;SCN4B;CREB1;PIK3CG;CACNA1S;CALML4;PLN;PPP2R2C;PPP2R2D;AKT3;ADCY2;CAMK2A;RAPGEF3;ATP1A4;ADCY5;PIK3R5;CACNA2D2;CACNA1D;ATF4;CACNB2;SCN1B;ATF2;ADCY1;FXYD2;CACNA2D4;ATP2B3;CALML6;GNAS;CACNG8;PPP2R5B;PPP2R3A;CACNG7;BCL2;ADCY6;CACNB4;CREB3L1;ATP2B1;CACNB1;RAPGEF4;MYL3;SLC9A1;RPS6KA5;CACNA2D3;ATP1A2;ADCY4;CREB5,ADRA1B;TPM1;ADRA1D;SLC8A1;PRKCA;TPM2;CALM1;CAMK2D;TPM3;ACTC1;PPP2R1A;PPP1CA;ATP1B3;PLCB4;PLCB3;PPP2CA;CALM3;CALM2;ATP2A2;PPP2R1B;ADCY3;AKT1;CREB3;PPP2CB;SCN5A;GNAI2;ATP2B4;PPP2R2B;ADRB2;MAPK12;MAPK1;ATP1A1;PLCB2;PPP2R5D;ADCY7
Biosynthesis of unsaturated fatty acids,0.6884093595223875,1.3703413812670293,0.15217391304347827,0.24533475833555995,27,26,ELOVL5;ELOVL1;ACOT7;HACD1;HACD2;ELOVL6;ACOX3;ACAA1;SCP2;TECR;HACD3;ELOVL4;SCD5;HSD17B4;ACOT2;ACOT4;ACOX1;FADS2;ACOT1;HACD4;HSD17B12;ELOVL3;FADS1;SCD;ELOVL2;ELOVL7,ELOVL5;ELOVL1;ACOT7;HACD1;HACD2;ELOVL6;ACOX3;ACAA1;SCP2;TECR;HACD3;ELOVL4;SCD5
Fructose and mannose metabolism,-0.6923564018999687,-1.4286928168011863,0.08888888888888889,0.270656228976821,33,31,PMM1;SORD;HK1;PMM2;PFKM;GMPPB;GMPPA;TIGAR;FBP1;GMDS;ALDOB;AKR1B10;HKDC1;FPGT;FBP2;KHK;PFKFB1;PFKFB2;PFKP;HK3;TKFC;MPI;ALDOA;TPI1;PFKL;PFKFB3;ALDOC;ENOSF1;AKR1B1;PFKFB4;HK2,TPI1;PFKL;PFKFB3;ALDOC;ENOSF1;AKR1B1;PFKFB4;HK2
Human papillomavirus infection,-0.6153628615929847,-1.4247377499414933,0.0,0.27362525298929163,330,303,CCND3;MAGI1;ITGA6;FZD7;CTNNB1;ATP6V0E1;ATP6V1B2;CCNA2;SLC9A3R1;ATP6V1D;BAX;CDKN1A;PPP2R1A;ATP6V1E1;ATP6V1H;CDC42;HDAC1;FOXO1;GRB2;ITGA4;FZD2;PPP2CA;ATP6V1A;FZD4;ATP6V0D1;TUBG1;ATP6V0B;WNT5B;RPS6KB2;PPP2R1B;ITGB5;BCAP31;IKBKG;TP53;CDK2;PRKCI;BAK1;WNT2B;RHEB;AKT1;PIK3R1;RAF1;CREB3;PPP2CB;PKM;NRAS;E2F1;PPP2R2B;HDAC2;ATP6V1F;APC;EGF;CHUK;COL9A2;FZD1;MAPK1;FADD;PPP2R5D;THBS1;PIK3CB;FZD5;TRADD;LFNG;TCIRG1;RELN;SCRIB;CREB3L2;VTN;MTOR;ATP6V0C;ATP6V1G1;IRF3;CCND1;HEY1;IKBKE;NOTCH1;MAML2;WNT3;ITGA2;LLGL1;TBPL1;COL4A6;PRKACB;DVL2;PRKACA;ITGA10;ATP6V0A2;TSC1;PXN;TADA3;ATP6AP1;ATR;PIK3R3;SOS2;TYK2;ITGB7;TNN;MAPK3;PPP2R2A;HEYL;WNT16;PPP2R5A;LAMA1;IKBKB;DVL3;CCNE1;TCF7L1;PPP2R5C;KRAS;PTK2;AKT2;HRAS;BAD;FZD6;WNT8A;IFNA21;RB1;THBS4;CDK4;ITGA3;LLGL2;ATP6V0A4;ATP6V0E2;TNFRSF1A;WNT3A;RBPJL;LAMB4;AXIN1;RFNG;TCF7;CASP3;ATP6V1B1;DLG2;CSNK1A1;CREBBP;ITGA8;PATJ;MAP2K2;PPP2R3B;IFNB1;COL2A1;DVL1;CREB3L3;CASP8;TSC2;COL9A3;FZD9;IFNAR2;JAK1;ATP6V1C2;UBE3A;CREB3L4;PPP2R3C;PIK3R2;PPP2R5E;COL9A1;WNT1;NOTCH4;IFNA1;CCNA1;COL6A6;HLA-F;TBP;TBPL2;ITGB6;ITGA1;JAG1;ITGA9;LAMA3;EP300;ITGB1;CREB1;RPS6KB1;EIF4EBP1;WNT8B;PPP2R2C;PARD6G;PPP2R2D;AKT3;MAP2K1;SPP1;PIK3CA;GSK3B;HLA-C;HES1;VWF;WNT10B;CRB3;CCNE2;CHAD;DLG1;HES2;TLR3;ATP6V1E2;HES4;HEY2;TNXB;ATP6V1C1;TUBG2;CHD4;PARD6A;TRAF3;DLG3;WNT4;ITGA2B;PARD3;TICAM1;CDK6;MAML1;WNT6;TERT;COL4A3;PRKCZ;FAS;PDGFRB;TBK1;UBR4;LAMC2;PSEN1;NFX1;APC2;CDKN1B;HLA-E;FZD10;SOS1;THBS3;MFNG;RBL1;FZD8;GNAS;PPP2R5B;NOTCH2;PPP2R3A;CSNK1A1L;HES6;HES7;PSMC1;MDM2;ITGB4;PTGER4;MAML3;WNT2;WNT7A;RBL2;CREB3L1;ATM;WNT5A;OASL;IRF9;HLA-B;RELA;TCF7L2;ITGA7;PIK3CD;FZD3;ITGB3;ITGAV;WNT10A;LAMA5;LAMA2;COL4A4;NFKB1;WNT11;LAMC1;RBPJ;LAMC3;ITGA11;FN1;AXIN2;LAMB2;COL4A5;PTEN;ATP6V0A1;LAMB1;LAMA4;HLA-A;WNT9A;COL4A1;ITGB8;NOTCH3;ITGA5;COL4A2;EGFR;IRF1;LAMB3;IFNAR1;CCND2;STAT2;EIF2AK2;COMP;COL1A2;CREB5;COL6A3;ISG15;COL1A1;STAT1;PTGS2;VEGFA;THBS2;TNC;COL6A2;MX1;COL6A1,ITGA7;PIK3CD;FZD3;ITGB3;ITGAV;WNT10A;LAMA5;LAMA2;COL4A4;NFKB1;WNT11;LAMC1;RBPJ;LAMC3;ITGA11;FN1;AXIN2;LAMB2;COL4A5;PTEN;ATP6V0A1;LAMB1;LAMA4;HLA-A;WNT9A;COL4A1;ITGB8;NOTCH3;ITGA5;COL4A2;EGFR;IRF1;LAMB3;IFNAR1;CCND2;STAT2;EIF2AK2;COMP;COL1A2;CREB5;COL6A3;ISG15;COL1A1;STAT1;PTGS2;VEGFA;THBS2;TNC;COL6A2;MX1;COL6A1
Fatty acid elongation,0.7171780960310209,1.343652102383628,0.06382978723404255,0.27383324036443807,27,27,ELOVL5;ELOVL1;ACOT7;HACD1;HACD2;ECHS1;HADHB;HADHA;ELOVL6;ACAA2;TECR;HACD3;ELOVL4;MECR;PPT1;ACOT2;ACOT4;HADH;ACOT1;HACD4;THEM4;PPT2;THEM5;HSD17B12;ELOVL3;ELOVL2;ELOVL7,ELOVL5;ELOVL1;ACOT7;HACD1;HACD2;ECHS1;HADHB;HADHA;ELOVL6;ACAA2;TECR;HACD3;ELOVL4;MECR;PPT1
Hematopoietic cell lineage,-0.6909174541326789,-1.4206172150789331,0.08771929824561403,0.2752987028872295,97,63,CD1D;ITGA6;IL7R;CSF1;IL6R;ITGA4;KITLG;IL4R;IL11RA;IL11;CD22;CD14;ITGA2;TFRC;IL1R2;FCER2;CD2;IL5;IL2RA;HLA-DPA1;ITGA3;GP9;GP5;CD19;IL3RA;GYPA;IL4;CD3G;CD44;CD36;CD8A;CD4;ITGA1;HLA-DPB1;CD37;CSF1R;GP1BA;EPO;THPO;ITGAM;ITGA2B;CD5;IL7;FLT3LG;CD34;CSF3R;CD38;CD9;EPOR;ITGB3;CD59;CD7;KIT;ITGA5;IL1A;CSF2;CD55;CSF3;ANPEP;IL1R1;MME;IL1B;IL6,CD59;CD7;KIT;ITGA5;IL1A;CSF2;CD55;CSF3;ANPEP;IL1R1;MME;IL1B;IL6
Non-small cell lung cancer,0.5988648132346139,1.3307742831920994,0.10869565217391304,0.29086844434680914,66,64,GADD45B;RARB;PRKCA;BAX;CDKN1A;GRB2;TP53;BAK1;AKT1;PIK3R1;RAF1;EML4;NRAS;E2F1;GADD45G;ERBB2;EGF;PLCG1;RASSF1;MAPK1;PIK3CB;CCND1;PDPK1;PIK3R3;SOS2;MAPK3;KRAS;AKT2;ARAF;HRAS;BAD;GADD45A;E2F3;RB1;CDK4;STAT5A;CASP9;RXRB;MAP2K2;POLK;ALK;PIK3R2;STAT5B;PRKCB;AKT3;MAP2K1;RXRA;PIK3CA;PLCG2;E2F2;CDK6;FHIT;STAT3;RASSF5;SOS1;CDKN2A;DDB2;BRAF;PRKCG;PIK3CD;STK4;JAK3;FOXO3;EGFR,GADD45B;RARB;PRKCA;BAX;CDKN1A;GRB2;TP53;BAK1;AKT1;PIK3R1;RAF1;EML4;NRAS;E2F1;GADD45G;ERBB2;EGF;PLCG1;RASSF1;MAPK1
Nitrogen metabolism,-0.7939639115483239,-1.4093867739214267,0.11627906976744186,0.29096963148703103,17,15,CA8;CA5B;GLUD2;GLUD1;CA7;CA13;CA4;CA1;CA3;CA14;CA2;CPS1;GLUL;CA9;CA12,CPS1;GLUL;CA9;CA12
