Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Alzheimer disease,0.47637006624864614,1.1810285661137392,0.15789473684210525,0.5083976693713584,171,157,ATP5F1B;ATP5MC3;COX8A;UQCRQ;ATP5MC1;CALM1;NDUFC1;CYCS;COX7A2;NDUFB4;UQCR10;PLCB4;NDUFB2;COX6C;ATP5F1C;NDUFS8;SDHB;PLCB3;NDUFS2;ATP5PF;HSD17B10;NDUFB3;NDUFB6;NDUFA12;NDUFS5;COX6B1;NDUFA8;UQCRFS1;NDUFA2;CAPN2;CALM3;ATP5PB;NDUFC2;UQCRC1;CAPN1;ATP5MC2;NDUFB10;NDUFAB1;NDUFB7;CDK5;ATP5F1A;CALM2;ATP2A2;NDUFS6;PPP3CA;COX7B;ATP5PD;NDUFS4;UQCRC2;ATP5F1E;COX4I1;RTN4;SDHC;NDUFS1;NDUFS3;NDUFV3;NDUFA4;NDUFS7;SDHD;NDUFB9;UQCRB;NDUFA1;MAPK1;UQCRH;NDUFA10;FADD;PLCB2;COX5A;NDUFA11;COX6A1;BACE1;UQCR11;UQCRHL;BID;COX5B;CYC1;PSENEN;NDUFV1;NDUFB1;GNAQ;APAF1;NAE1;PPP3R1;COX7A2L;COX7C;NDUFA9;PLCB1;ITPR2;NDUFB8;SDHA;ATP5PO;CDK5R1;RYR3;IDE;ATF6;GRIN2D;PSEN2;MAPK3;BAD;LPL;NDUFB11;GRIN2A;NDUFB5;GRIN2C;APH1B;CASP9;NDUFV2;NDUFA13;TNFRSF1A;GRIN2B;NDUFA3;CACNA1C;CASP3;CACNA1F;NOS1;CASP8;GRIN1;ATP2A1;NDUFA7;NDUFC2-KCTD14;APH1A;PPP3CB;COX7A1;GAPDH;CACNA1S;COX4I2;CALML4;ADAM17;NDUFA5;APBB1;GSK3B;ITPR1;NCSTN;CACNA1D;FAS;ATP5F1D;PSEN1;ADAM10;CALML6;CASP12;ITPR3;CASP7;SNCA;COX6B2;PPP3CC;EIF2AK3;MAPT;RTN3;APOE;ATP2A3;ERN1;NDUFA4L2;APP;BACE2;LRP1;MME;IL1B,ATP5F1B;ATP5MC3;COX8A;UQCRQ;ATP5MC1;CALM1;NDUFC1;CYCS;COX7A2;NDUFB4;UQCR10;PLCB4;NDUFB2;COX6C;ATP5F1C;NDUFS8;SDHB;PLCB3;NDUFS2;ATP5PF;HSD17B10;NDUFB3;NDUFB6;NDUFA12;NDUFS5;COX6B1;NDUFA8;UQCRFS1;NDUFA2;CAPN2;CALM3;ATP5PB;NDUFC2;UQCRC1;CAPN1;ATP5MC2;NDUFB10;NDUFAB1;NDUFB7;CDK5;ATP5F1A;CALM2;ATP2A2;NDUFS6;PPP3CA;COX7B;ATP5PD;NDUFS4;UQCRC2;ATP5F1E;COX4I1;RTN4;SDHC;NDUFS1;NDUFS3;NDUFV3
Dilated cardiomyopathy (DCM),0.5020607241856875,1.1637340684436397,0.14814814814814814,0.5206612301998388,91,83,TPM1;ACTG1;ACTB;ITGA6;SLC8A1;TGFB2;TPM2;TPM3;ACTC1;ITGA4;ATP2A2;ITGB5;ADCY3;EMD;LMNA;DAG1;ADCY7;ITGA2;ADRB1;PRKACB;PRKACA;ITGA10;TNNC1;ITGB7;TPM4;DMD;CACNG6;CACNB3;DES;CACNG1;MYH7;CACNA2D1;ITGA3;TNNI3;CACNG2;CACNG4;CACNA1C;CACNA1F;ITGA8;MYBPC3;ADCY9;TGFB1;AGT;TNNT2;ITGB6;RYR2;ITGA1;ITGA9;ITGB1;CACNA1S;PLN;SGCB;ADCY2;ADCY5;CACNA2D2;IGF1;CACNA1D;SGCG;ITGA2B;CACNB2;ADCY1;CACNA2D4;TGFB3;SGCA;GNAS;CACNG8;CACNG7;ITGB4;ADCY6;CACNB4;CACNB1;ITGA7;MYL3;ITGB3;ITGAV;LAMA2;TTN;CACNA2D3;ITGA11;ADCY4;ITGB8;ITGA5;SGCD,TPM1;ACTG1;ACTB;ITGA6;SLC8A1;TGFB2;TPM2;TPM3;ACTC1;ITGA4;ATP2A2;ITGB5;ADCY3;EMD;LMNA
Choline metabolism in cancer,-0.5558515732562379,-1.1731845540041244,0.22448979591836735,0.5350272625057042,99,95,PRKCA;RAC2;DGKQ;GRB2;SLC44A1;PIP5K1A;RPS6KB2;PCYT1A;CHKA;SLC44A2;RHEB;AKT1;PIK3R1;RAF1;PDGFC;NRAS;LYPLA1;DGKH;EGF;PLCG1;MAPK1;DGKZ;RAC1;PIK3CB;PDGFA;MTOR;CHPT1;DGKA;DGKG;MAPK9;PDPK1;PLPP1;TSC1;PIK3R3;SOS2;RAC3;MAPK3;MAPK8;KRAS;AKT2;HRAS;PLA2G4D;PLA2G4E;PIP5K1B;DGKE;PIP5K1C;DGKK;PDGFD;WASL;SLC22A5;MAP2K2;DGKB;PLA2G4B;TSC2;PLD2;PIK3R2;PLA2G4F;HIF1A;CHKB;PRKCB;PCYT1B;RPS6KB1;WASF2;EIF4EBP1;WAS;AKT3;WASF1;MAP2K1;PIK3CA;MAPK10;JMJD7-PLA2G4B;DGKD;SLC44A3;DGKI;SLC22A1;PDGFRB;FOS;RALGDS;SOS1;SP1;SLC22A3;PLPP2;WASF3;PRKCG;SLC44A5;PIK3CD;PLA2G4C;JUN;PLA2G4A;EGFR;PLD1;GPCPD1;PLPP3;PDGFRA;SLC22A4,PLA2G4C;JUN;PLA2G4A;EGFR;PLD1;GPCPD1;PLPP3;PDGFRA;SLC22A4
Prion diseases,-0.6658491554750275,-1.1685117976936545,0.2608695652173913,0.5373046513626311,35,26,HSPA5;BAX;STIP1;SOD1;MAPK1;ELK1;NOTCH1;PRKACB;PRKACA;HSPA1A;PRNP;MAPK3;NCAM1;NCAM2;C8G;MAP2K2;C9;MAP2K1;C5;CASP12;LAMC1;EGR1;FYN;IL1A;IL1B;IL6,LAMC1;EGR1;FYN;IL1A;IL1B;IL6
Starch and sucrose metabolism,-0.6447227110358964,-1.1651398833705862,0.36,0.5383760932053085,36,29,PGM2;GYG1;GYG2;HK1;PYGB;GCK;G6PC3;AGL;TREH;PYGL;GYS2;AMY2A;HKDC1;ENPP3;AMY1B;GBA3;PYGM;HK3;GANC;GYS1;ENPP1;UGP2;GBE1;PGM2L1;AMY2B;GPI;PGM1;HK2;GAA,GBE1;PGM2L1;AMY2B;GPI;PGM1;HK2;GAA
HIF-1 signaling pathway,-0.5508474472690723,-1.1554679106861503,0.21666666666666667,0.5405741368016252,100,97,FLT1;PRKCA;PDHB;CAMK2D;TLR4;CDKN1A;SERPINE1;PDHA1;IL6R;ELOC;RBX1;RPS6KB2;RPS6;HK1;AKT1;PIK3R1;LTBR;CUL2;ERBB2;EGF;PLCG1;MAPK1;PIK3CB;ELOB;EIF4E2;EIF4E;MTOR;PIK3R3;MAPK3;TFRC;TEK;ANGPT4;NOS3;AKT2;ANGPT2;ANGPT1;ENO4;EIF4E1B;HKDC1;CAMK2B;CREBBP;MAP2K2;PIK3R2;HMOX1;CAMK2G;HIF1A;NPPA;PRKCB;MKNK1;GAPDH;EP300;RPS6KB1;EIF4EBP1;ENO3;MKNK2;AKT3;EGLN2;MAP2K1;CAMK2A;IFNGR2;PIK3CA;EPO;IGF1;NOS2;PLCG2;EGLN3;STAT3;CDKN1B;HK3;ENO1;TF;ALDOA;IGF1R;BCL2;VHL;EDN1;PRKCG;LDHA;IFNGR1;CYBB;RELA;ARNT;EGLN1;PIK3CD;PFKL;NFKB1;INSR;PFKFB3;ENO2;PGK1;EGFR;TIMP1;SLC2A1;PDK1;HK2;VEGFA;IL6,EDN1;PRKCG;LDHA;IFNGR1;CYBB;RELA;ARNT;EGLN1;PIK3CD;PFKL;NFKB1;INSR;PFKFB3;ENO2;PGK1;EGFR;TIMP1;SLC2A1;PDK1;HK2;VEGFA;IL6
Insulin resistance,-0.5730336362890285,-1.17329665112588,0.2857142857142857,0.5417103842888198,108,102,CPT1A;PTPN1;MLX;PPP1CA;IRS1;FOXO1;TBC1D4;PTPA;RPS6KB2;PRKCD;AKT1;PIK3R1;PPP1R3D;PYGB;SLC27A4;CREB3;PIK3CB;PPP1CC;NR1H3;SOCS3;CREB3L2;MTOR;GFPT1;MAPK9;PRKAB1;PDPK1;OGA;G6PC3;PRKAG2;PYGL;PRKAG1;PIK3R3;MAPK8;IKBKB;NOS3;AKT2;GYS2;PRKAA1;PRKCQ;TNFRSF1A;NR1H2;SLC27A2;PPP1CB;SLC2A2;CREB3L3;CREB3L4;PIK3R2;AGT;MLXIP;CRTC2;RPS6KA1;SLC27A3;PRKCB;CD36;PRKAG3;SLC27A6;CREB1;RPS6KB1;PTPN11;CPT1B;PRKAB2;AKT3;PYGM;SLC27A5;RPS6KA3;PIK3CA;GSK3B;MAPK10;PPARGC1B;RPS6KA6;PRKCZ;STAT3;PPP1R3B;PTPRF;GYS1;PPP1R3E;MLXIPL;PPARA;SLC2A4;CREB3L1;RELA;ACACB;PIK3CD;NFKB1;PRKAA2;INSR;SLC27A1;PPARGC1A;PPP1R3C;PTEN;IRS2;RPS6KA2;GFPT2;TRIB3;NFKBIA;PRKCE;SREBF1;SLC2A1;OGT;PCK2;CREB5;IL6,RELA;ACACB;PIK3CD;NFKB1;PRKAA2;INSR;SLC27A1;PPARGC1A;PPP1R3C;PTEN;IRS2;RPS6KA2;GFPT2;TRIB3;NFKBIA;PRKCE;SREBF1;SLC2A1;OGT;PCK2;CREB5;IL6
Carbohydrate digestion and absorption,-0.6476062319311737,-1.150560893801648,0.2777777777777778,0.5450817046285215,44,33,ATP1B3;HK1;AKT1;PIK3R1;ATP1A1;PLCB2;PIK3CB;G6PC3;PIK3R3;AKT2;AMY2A;LCT;HKDC1;SLC2A2;TAS1R3;ATP1A3;PIK3R2;AMY1B;ATP1B2;ATP1B1;PRKCB;AKT3;PIK3CA;ATP1A4;CACNA1D;FXYD2;HK3;SLC37A4;PIK3CD;AMY2B;ATP1A2;SLC2A5;HK2,PIK3CD;AMY2B;ATP1A2;SLC2A5;HK2
Natural killer cell mediated cytotoxicity,-0.5442942567298973,-1.1555272798216878,0.25806451612903225,0.5469173959674279,131,92,PRKCA;RAC2;PTK2B;ULBP3;GRB2;PPP3CA;PIK3R1;RAF1;NRAS;SHC1;PLCG1;MAPK1;RAC1;PIK3CB;ULBP2;SHC4;BID;PPP3R1;TNFRSF10A;ITGAL;PIK3R3;SOS2;RAC3;MAPK3;PTPN6;RAET1L;PAK1;MICB;LCK;KRAS;ARAF;HRAS;HCST;IFNA21;TYROBP;ICAM2;RAET1E;SH2D1B;GZMB;FCGR3B;VAV1;CASP3;MAP2K2;MICA;CD247;IFNB1;FCER1G;IFNAR2;PIK3R2;KLRC1;IFNA1;KLRD1;VAV2;TNFRSF10B;PRKCB;KLRK1;PPP3CB;PTPN11;ITGB2;MAP2K1;RAET1G;ZAP70;IFNGR2;PIK3CA;HLA-C;LAT;KLRC4-KLRK1;KLRC2;PLCG2;TNFSF10;KLRC3;FAS;ULBP1;HLA-E;SOS1;NFATC1;BRAF;PPP3CC;PRKCG;IFNGR1;HLA-B;PIK3CD;SH3BP2;HLA-A;FYN;IFNAR1;CSF2;VAV3;SHC2;ICAM1;NFATC2;SHC3,IFNGR1;HLA-B;PIK3CD;SH3BP2;HLA-A;FYN;IFNAR1;CSF2;VAV3;SHC2;ICAM1;NFATC2;SHC3
Intestinal immune network for IgA production,-0.6613274759354182,-1.1580494821915235,0.23333333333333334,0.5478692359209352,48,27,MAP3K14;ITGA4;LTBR;TNFSF13;ITGB7;CXCL12;IL5;HLA-DPA1;TNFRSF17;CCL25;TNFRSF13B;PIGR;IL4;TGFB1;HLA-DPB1;CCR9;MADCAM1;IL15;CXCR4;TNFRSF13C;CD40;CCR10;TNFSF13B;CCL28;ICOSLG;IL15RA;IL6,CCR10;TNFSF13B;CCL28;ICOSLG;IL15RA;IL6
VEGF signaling pathway,-0.5688179523196214,-1.1261261000426133,0.3090909090909091,0.5566326218579903,59,58,SPHK1;PRKCA;RAC2;HSPB1;CDC42;PPP3CA;AKT1;PIK3R1;RAF1;NRAS;MAPK12;PLCG1;MAPK1;SPHK2;RAC1;PIK3CB;PPP3R1;PXN;MAPKAPK2;PIK3R3;RAC3;MAPK3;SRC;MAPK14;KDR;NOS3;KRAS;PTK2;AKT2;HRAS;BAD;PLA2G4D;PLA2G4E;MAPK13;CASP9;SH2D2A;MAP2K2;PLA2G4B;PIK3R2;PLA2G4F;MAPK11;PRKCB;MAPKAPK3;PPP3CB;AKT3;MAP2K1;PIK3CA;JMJD7-PLA2G4B;PLCG2;PPP3CC;PRKCG;PIK3CD;PLA2G4C;PLA2G4A;SHC2;NFATC2;PTGS2;VEGFA,PLA2G4C;PLA2G4A;SHC2;NFATC2;PTGS2;VEGFA
Human T-cell leukemia virus 1 infection,-0.5028540780842081,-1.127005242814107,0.2318840579710145,0.5607065231209445,219,198,CCND3;CDC20;CALR;MAP3K14;RAN;TGFB2;MSX1;CCNA2;BAX;SMAD3;ANAPC11;CDKN1A;SLC25A5;BCL2L1;RANBP1;NFYB;TSPO;PTTG1;CCNB2;PPP3CA;IKBKG;TP53;ADCY3;CDK2;VDAC1;AKT1;PIK3R1;ANAPC7;CREB3;MAP2K4;NRAS;SLC25A4;RANBP3;E2F1;SRF;TLN2;LTBR;FDPS;CDC16;CHUK;BUB3;VDAC3;MAPK1;ADCY7;TLN1;PIK3CB;CHEK1;XPO1;ELK1;ANAPC2;VDAC2;CREB3L2;CDC23;PPP3R1;CCND1;POLB;MAPK9;TRRAP;CDC27;ANAPC1;KAT5;TBPL1;PRKACB;ETS1;PRKACA;ATR;ITGAL;SLC25A6;PIK3R3;MAD2L1;MAPK3;CANX;MAPK8;IKBKB;IL1R2;LCK;CCNE1;IL2RB;KRAS;AKT2;CDKN2C;MAP3K3;HRAS;KAT2A;GPS2;CDC26;IL2RA;HLA-DPA1;E2F3;RB1;CDK4;STAT5A;ANAPC5;MAP3K1;PTTG2;SLC25A31;KAT2B;TNFRSF1A;ANAPC10;MAD1L1;ATF6B;CREBBP;SMAD2;MAP2K2;CREB3L3;ADCY9;JAK1;TGFB1;CREB3L4;PIK3R2;CD3G;IL2RG;CCNA1;STAT5B;HLA-F;VAC14;CRTC2;ANAPC4;TBP;TBPL2;PPP3CB;CD4;TCF3;ETS2;EP300;NFATC3;CREB1;ITGB2;HLA-DPB1;AKT3;MAP2K1;ADCY2;PIK3CA;ADCY5;HLA-C;MAPK10;CCNE2;DLG1;NRP1;FOSL1;IL15;ATF4;XIAP;E2F2;BUB1B;ELK4;TERT;ATF2;ADCY1;CRTC3;ESPL1;FOS;HLA-E;TNFRSF13C;SMAD4;TGFB3;MMP7;CHEK2;MYC;CDKN2A;NFATC1;CD40;PPP3CC;ADCY6;CREB3L1;ATM;HLA-B;RELA;ZFP36;PIK3CD;SPI1;TGFBR2;JAK3;NFKB1;EGR2;TGFBR1;EGR1;PTEN;CRTC1;HLA-A;CDKN2B;ADCY4;JUN;NFKBIA;IL15RA;B2M;CCND2;CSF2;SLC2A1;MSX2;ICAM1;NFATC2;CREB5;IL1R1;NFATC4;RELB;NFKB2;IL6,HLA-B;RELA;ZFP36;PIK3CD;SPI1;TGFBR2;JAK3;NFKB1;EGR2;TGFBR1;EGR1;PTEN;CRTC1;HLA-A;CDKN2B;ADCY4;JUN;NFKBIA;IL15RA;B2M;CCND2;CSF2;SLC2A1;MSX2;ICAM1;NFATC2;CREB5;IL1R1;NFATC4;RELB;NFKB2;IL6
Acute myeloid leukemia,-0.5463789035855344,-1.1277605169168001,0.2777777777777778,0.5655693841355268,66,63,GRB2;RPS6KB2;IKBKG;AKT1;PIK3R1;RAF1;NRAS;CHUK;MAPK1;PIK3CB;DUSP6;MTOR;CCND1;MPO;CD14;LEF1;PIK3R3;SOS2;MAPK3;IKBKB;TCF7L1;KRAS;ZBTB16;AKT2;ARAF;HRAS;BAD;PPARD;RARA;STAT5A;PIM2;TCF7;MAP2K2;PIK3R2;CEBPE;CCNA1;STAT5B;RPS6KB1;EIF4EBP1;AKT3;MAP2K1;PIK3CA;CSF1R;ITGAM;BCL2A1;STAT3;SOS1;JUP;MYC;BRAF;RELA;TCF7L2;PIK3CD;CEBPA;SPI1;PER2;NFKB1;RUNX1;KIT;PML;RUNX1T1;PIM1;CSF2,RELA;TCF7L2;PIK3CD;CEBPA;SPI1;PER2;NFKB1;RUNX1;KIT;PML;RUNX1T1;PIM1;CSF2
Mineral absorption,-0.614551940149698,-1.1354471933067027,0.3137254901960784,0.5694294646486813,51,44,SLC8A1;ATP1B3;ATOX1;SLC46A1;SLC39A4;CLCN2;FTL;ATP1A1;SLC31A1;SLC40A1;HMOX2;MT1A;TRPM6;SLC30A1;SLC6A19;SLC26A3;S100G;ATP1A3;TRPV6;SLC26A6;MT1E;MT1G;HMOX1;ATP1B2;ATP1B1;TRPM7;ATP1A4;SLC26A9;MT1M;FXYD2;TF;VDR;ATP7A;MT1F;ATP2B1;STEAP2;SLC9A3;MT2A;STEAP1;CYBRD1;ATP1A2;HEPH;SLC11A2;FTH1,VDR;ATP7A;MT1F;ATP2B1;STEAP2;SLC9A3;MT2A;STEAP1;CYBRD1;ATP1A2;HEPH;SLC11A2;FTH1
Circadian entrainment,-0.5366064092205025,-1.1284879585858902,0.3148148148148148,0.5707788268424652,97,91,PRKCA;CALM1;CAMK2D;GNB1;GNG5;PLCB4;PLCB3;GNG11;CALM3;GNB2;CALM2;ADCY3;GNAI2;GNG12;KCNJ3;MAPK1;PLCB2;ADCY7;GNB4;GNG2;GNAI1;GNAI3;GNAQ;PLCB1;RYR3;PRKACB;GUCY1B1;PRKACA;GNG10;GRIN2D;GNB5;PRKG2;MAPK3;GUCY1A1;GRIN2A;ADCYAP1R1;GNGT2;GRIN2C;NOS1AP;GRIN2B;GNB3;RYR1;CACNA1C;CAMK2B;NOS1;KCNJ9;GRIN1;ADCY9;MTNR1A;CAMK2G;GNG13;CACNA1I;GNG3;PRKCB;ADCYAP1;RYR2;ADCY10;CREB1;CALML4;GNG8;GRIA4;ADCY2;CAMK2A;ADCY5;KCNJ6;KCNJ5;ITPR1;GNGT1;GNG7;CACNA1D;ADCY1;GNG4;FOS;CALML6;ITPR3;GNAS;ADCY6;PRKCG;PER1;RPS6KA5;PER2;RASD1;CACNA1G;ADCY4;CACNA1H;GRIA3;GUCY1A2;PER3;GNAO1;PRKG1;GRIA1,PER1;RPS6KA5;PER2;RASD1;CACNA1G;ADCY4;CACNA1H;GRIA3;GUCY1A2;PER3;GNAO1;PRKG1;GRIA1
"Alanine, aspartate and glutamate metabolism",-0.5810358839039753,-1.1307709122421192,0.3404255319148936,0.5725465905648329,35,30,GLS;GOT2;CAD;ALDH4A1;ABAT;GOT1;NIT2;ASL;GFPT1;ADSL;GLUD2;GLUD1;PPAT;AGXT;ASPA;DDO;ALDH5A1;NAT8L;GAD1;GLS2;CPS1;RIMKLA;RIMKLB;GPT;GLUL;GPT2;ASNS;GFPT2;IL4I1;ASS1,CPS1;RIMKLA;RIMKLB;GPT;GLUL;GPT2;ASNS;GFPT2;IL4I1;ASS1
Hedgehog signaling pathway,-0.5969155854228204,-1.1093071066903897,0.2916666666666667,0.578169663868451,47,45,KIF7;GLI2;HHIP;PTCH1;CUL1;CSNK1G1;SPOP;CCND1;PTCH2;GRK2;FBXW11;PRKACB;CSNK1E;PRKACA;SMURF1;DHH;CSNK1G2;CSNK1D;TPTEP2-CSNK1E;IHH;CSNK1A1;SMO;GRK3;SPOPL;BTRC;LRP2;CUL3;GSK3B;ARRB2;GPR161;CSNK1G3;KIF3A;CSNK1A1L;BCL2;SMURF2;ARRB1;SUFU;GLI1;EVC2;GLI3;BOC;CCND2;GAS1;CDON;EVC,CSNK1A1L;BCL2;SMURF2;ARRB1;SUFU;GLI1;EVC2;GLI3;BOC;CCND2;GAS1;CDON;EVC
Prolactin signaling pathway,-0.5116675607426519,-1.1110378324216006,0.32,0.5803704582372554,70,64,SOCS2;GRB2;AKT1;PIK3R1;RAF1;NRAS;SHC1;GCK;MAPK12;MAPK1;PIK3CB;SHC4;SOCS3;GALT;SOCS4;CCND1;MAPK9;SOCS6;SOCS7;PIK3R3;SOS2;TH;CGA;MAPK3;SRC;MAPK14;MAPK8;KRAS;AKT2;HRAS;MAPK13;STAT5A;MAP2K2;SLC2A2;SOCS5;PIK3R2;LHB;STAT5B;MAPK11;AKT3;CYP17A1;MAP2K1;PIK3CA;GSK3B;MAPK10;ESR1;ESR2;STAT3;FOS;SOS1;JAK2;PRLR;TNFRSF11A;CISH;RELA;PIK3CD;FOXO3;NFKB1;IRF1;CCND2;SHC2;SOCS1;SHC3;STAT1,RELA;PIK3CD;FOXO3;NFKB1;IRF1;CCND2;SHC2;SOCS1;SHC3;STAT1
Glutathione metabolism,0.539430263645981,1.1174340217504644,0.2708333333333333,0.582159966828338,56,50,ODC1;GSR;SMS;GPX1;IDH1;MGST1;SRM;GSTM4;GSTP1;GGT5;GSS;G6PD;GSTO1;IDH2;MGST3;GCLM;PGD;RRM2;GSTK1;GSTM1;MGST2;GPX7;GCLC;RRM1;GGCT;GPX3;GSTT2B;GSTM3;GSTM5;GSTO2;CHAC2;GSTA4;GSTA1;GSTA3;GSTT2;GPX8;HPGDS;GSTA5;GGT6;GPX2;RRM2B;GPX4;GGT1;TXNDC12;GGT7;GSTM2;OPLAH;LAP3;CHAC1;ANPEP,ODC1;GSR;SMS;GPX1;IDH1;MGST1;SRM;GSTM4;GSTP1;GGT5;GSS;G6PD;GSTO1;IDH2;MGST3;GCLM;PGD;RRM2;GSTK1;GSTM1;MGST2
Porphyrin and chlorophyll metabolism,0.574236177022119,1.113422812178884,0.3620689655172414,0.58234122240816,42,27,ALAS1;HMBS;EARS2;BLVRA;HCCS;UROD;UROS;FECH;FXN;COX10;CPOX;HMOX2;ALAD;COX15;UGT2B4;UGT1A7;BLVRB;UGT1A1;UGT1A10;HMOX1;ALAS2;PPOX;MMAB;UGT2B7;CP;GUSB;HEPH,ALAS1;HMBS;EARS2;BLVRA;HCCS;UROD;UROS;FECH;FXN;COX10
Glycosaminoglycan biosynthesis,0.48799536700996243,1.0978756405085233,0.3220338983050847,0.5827057932903019,53,51,CHST3;HS6ST1;B3GAT3;EXTL1;B4GALT4;CHPF2;DSE;EXT1;B4GALT7;EXTL3;CHST12;B3GNT2;UST;B3GALT6;B4GALT3;CHST14;XYLT2;GLCE;EXT2;CHSY3;B4GALT2;NDST2;HS3ST5;CHST4;EXTL2;NDST1;CHSY1;CHST13;HS6ST2;HS6ST3;HS3ST3A1;ST3GAL2;HS3ST2;NDST3;CHST7;CHPF;ST3GAL3;CSGALNACT2;CHST1;FUT8;HS3ST3B1;XYLT1;CHST2;ST3GAL1;CHST6;CHST11;B3GNT7;CSGALNACT1;B4GALT1;HS2ST1;CHST15,CHST3;HS6ST1;B3GAT3;EXTL1;B4GALT4;CHPF2;DSE;EXT1;B4GALT7;EXTL3;CHST12;B3GNT2;UST;B3GALT6;B4GALT3
Rap1 signaling pathway,0.42845484136971845,1.120277243080148,0.21212121212121213,0.5868334061513351,206,190,MAP2K3;ACTG1;FLT1;ACTB;MRAS;MAGI1;MET;PFN1;PRKCA;VASP;CTNNB1;ID1;NGF;CALM1;CSF1;PRKD1;RAC2;BCAR1;PLCB4;EPHA2;CDC42;FGF2;PLCB3;FGFR3;CALM3;PFN2;F2R;CALM2;SIPA1L1;ADCY3;PRKCI;RGS14;AKT1;PIK3R1;RAF1;KITLG;PDGFC;RAPGEF1;RHOA;VEGFC;GNAI2;NRAS;TLN2;EGF;RAP1A;MAPK12;PLCG1;MAPK1;FGF1;PLCB2;THBS1;ADCY7;TLN1;RAC1;GNAI1;PIK3CB;PDGFA;FARP2;RALB;LPAR3;GNAI3;RAP1B;GNAQ;FGF5;PLCB1;ITGAL;EFNA4;PIK3R3;RAC3;MAPK3;SRC;TEK;MAPK14;ARAP3;CRK;KDR;ANGPT4;KRAS;AKT2;HRAS;FGF18;GRIN2A;APBB1IP;FGF6;CDH1;ANGPT2;MAPK13;ANGPT1;RASGRP3;LPAR4;FGF19;FGFR2;FGF20;PDGFD;GRIN2B;CNR1;FLT4;MAP2K2;DRD2;FPR1;GRIN1;ADCY9;SIPA1L3;FGF22;F2RL3;PIK3R2;TIAM1;FGF4;SKAP1;PFN4;MAPK11;CTNND1;VAV2;PRKCB;MAGI3;P2RY1;FGF9;MAGI2;PRKD2;ITGB1;FGF8;CALML4;ITGB2;PARD6G;EFNA2;VEGFD;AKT3;MAP2K1;ADCY2;PIK3CA;RAPGEF3;ADCY5;PLCE1;RAP1GAP;CSF1R;LAT;KRIT1;ADORA2B;ITGAM;IGF1;FYB1;PARD6A;FGF17;ITGA2B;PARD3;PRKCZ;ADCY1;PDGFRB;RASSF5;RASGRP2;FGFR4;RALGDS;LPAR2;CRKL;CALML6;RAPGEF2;NGFR;GNAS;IGF1R;EFNA3;RAPGEF6;BRAF;RALA;SIPA1;ADORA2A;ADCY6;EFNA5;MAP2K6;PRKCG;SIPA1L2;RRAS;RAPGEF4;PIK3CD;ITGB3;PGF;DOCK4;INSR;AFDN;KIT;ADCY4;FGF7;LPAR1;PRKD3;EGFR;HGF;FGFR1;VEGFB;GNAO1;PDGFRA;VEGFA,MAP2K3;ACTG1;FLT1;ACTB;MRAS;MAGI1;MET;PFN1;PRKCA;VASP;CTNNB1;ID1;NGF;CALM1;CSF1;PRKD1;RAC2;BCAR1;PLCB4;EPHA2;CDC42;FGF2;PLCB3;FGFR3;CALM3;PFN2;F2R;CALM2;SIPA1L1;ADCY3;PRKCI;RGS14;AKT1;PIK3R1;RAF1;KITLG;PDGFC;RAPGEF1;RHOA;VEGFC;GNAI2;NRAS
Tyrosine metabolism,-0.6237744428577372,-1.09891232997124,0.3958333333333333,0.5879248715349572,36,33,GOT2;MAOA;AOX1;FAH;GOT1;COMT;FAHD1;ALDH3B2;ALDH3A1;LRTOMT;TH;TAT;ADH5;GSTZ1;HPD;TYR;AOC2;DCT;MIF;MAOB;DDC;ADH6;TYRP1;ADH4;AOC3;HGD;ADH1A;ALDH3B1;ADH1C;DBH;ALDH1A3;ADH1B;IL4I1,ADH1B;IL4I1
Mismatch repair,0.5634012849387875,1.098391177757432,0.2962962962962963,0.590720565858027,23,23,POLD2;PCNA;RPA3;MLH1;RFC2;LIG1;RFC4;RFC3;SSBP1;MSH3;POLD1;RPA4;MSH2;RPA1;RPA2;POLD4;EXO1;RFC5;MLH3;PMS2;MSH6;RFC1;POLD3,POLD2;PCNA;RPA3;MLH1;RFC2;LIG1
